,AgentID,Step,Age,Edu_level,Gender,Income,Generation,Cohort,Weight,Capital,Brut,Child1,Child2,Child3,Mother,Father,Partner,Education,Cultural,Economic,Social,Child1_Edu,Child2_Edu,Child3_Edu,Child1_Income,Child2_Income,Child3_Income,Mother_Edu,Father_Edu,Mother_Income,Father_Income,Spouse_Edu,Mother_Cultural,Mother_Economic,Mother_Social,Father_Cultural,Father_Economic,Father_Social,Scenario,Replication
0,0,12,51,3,F,434.848,1,2,"[7, 4, 8]","['0.51', '0.38', '0.63']",294.0,506,593,,,,315.0,Upper Secondary,0.51,0.38,0.63,5,5,,214.092,427.388,,,,,,3.0,,,,,,,1,2
1,1,14,53,4,F,599.656,1,2,"[10, 6, 5]","['0.8', '0.6', '0.194']",89.0,512,647,,,,299.0,Lower Tertiary,0.8,0.6,0.194,4,4,,758.748,419.714,,,,,,4.0,,,,,,,1,2
2,10,1,57,5,F,392.987,1,1,"[4, 3, 4]","['0.7', '0.319', '0.596']",289.0,,,,,,376.0,Upper Tertiary,0.7,0.319,0.596,,,,,,,,,,,4.0,,,,,,,1,2
3,100,9,64,1,F,348.217,1,1,"[2, 9, 3]","['0.12', '0.414', '0.986']",435.0,,,,,,116.0,Primary,0.12,0.414,0.986,,,,,,,,,,,1.0,,,,,,,1,2
4,1000,51,50,3,M,791.156,3,5,"[10, 6, 2]","['0.6', '0.791', '0.964']",481.0,1205,1292,1385,720,675,1033.0,Upper Secondary,0.6,0.791,0.964,5,4,4,783.845,672.685,659.645,5,3,712.542,562.02,5.0,0.6,0.534,0.996,0.45,0.703,0.676,1,2
5,1001,50,48,3,M,722.724,4,5,"[10, 1, 2]","['0.6', '0.497', '0.988']",494.0,1280,,,817,781,1005.0,Upper Secondary,0.6,0.497,0.988,3,,,125.944,,,4,2,704.262,619.554,4.0,0.64,0.792,0.492,0.26,0.697,0.198,1,2
6,1002,60,68,4,F,6.406,4,6,"[1, 8, 7]","['0.44', '0.007', '0.95']",471.0,,,,885,812,1083.0,Lower Tertiary,0.44,0.007,0.95,,,,,,,3,5,760.332,733.772,3.0,0.51,0.57,0.774,0.6,0.825,0.811,1,2
7,1003,59,66,4,F,652.935,4,6,"[6, 7, 1]","['0.64', '0.694', '0.859']",427.0,1271,1347,,914,906,1055.0,Lower Tertiary,0.64,0.694,0.859,5,5,,580.402,675.844,,5,5,278.911,199.073,4.0,0.75,0.349,0.918,0.6,0.236,0.79,1,2
8,1004,51,50,4,F,227.19,4,5,"[2, 7, 9]","['0.48', '0.241', '0.789']",393.0,1237,1331,1344,943,952,1047.0,Lower Tertiary,0.48,0.241,0.789,3,4,2,360.206,415.859,185.566,2,4,51.742,117.677,3.0,0.38,0.049,0.956,0.56,0.147,0.796,1,2
9,1005,58,64,4,F,799.681,4,6,"[5, 2, 9]","['0.6', '0.6', '0.924']",460.0,1280,,,854,859,1001.0,Lower Tertiary,0.6,0.6,0.924,3,,,125.944,,,5,4,792.734,795.776,3.0,0.55,0.743,0.571,0.64,0.995,0.686,1,2
