,Scenario,Cohort,Probability_mean,Probability_median,Probability_var,Probability_sem,Probability_std,ci95_hi,ci95_lo
0,1,3,0.368278487334953,0.37276785714285715,0.00350923956120962,0.01873296442426991,0.05923883490759774,0.404995097606522,0.33156187706338397
1,1,4,0.39443825200507404,0.3731903976543889,0.008489177245534921,0.02913619269145322,0.09213673125054372,0.45154518968032237,0.3373313143298257
2,1,5,0.39005576860936014,0.3904761904761905,0.005814894893788288,0.0241140931693238,0.07625545812457157,0.4373193912212348,0.3427921459974855
3,1,6,0.4057858471441671,0.39863013698630134,0.0045656354379579765,0.021367347607875845,0.06756948599743805,0.44766584845560375,0.36390584583273045
4,1,7,0.4013446528390537,0.3857047279214987,0.009663450837845863,0.031086091484530284,0.09830285264348061,0.46227339214873303,0.34041591352937434
5,1,8,0.3902063706396753,0.403125,0.004846118388689202,0.02201390103704748,0.06961406746261277,0.43335361667228833,0.34705912460706223
6,1,9,0.37938435936823034,0.36857142857142855,0.005313427582580407,0.02305087326454338,0.07289326157183809,0.4245640709667354,0.3342046477697253
7,1,10,0.4241416010994457,0.44842657342657344,0.00646610103910671,0.025428529330471926,0.08041207023268777,0.4739815185871707,0.3743016836117207
8,1,11,0.37634542516979586,0.35,0.006905528338020871,0.026278371977770748,0.0830995086508992,0.4278510342462265,0.3248398160933652
9,1,12,0.3617465173700361,0.3441295546558705,0.008392906424787122,0.02897051332784271,0.0916128071002473,0.41852872349260783,0.30496431124746437
10,1,13,0.37362023294801966,0.3675,0.006264385642374083,0.025028754748037473,0.07914787200155216,0.4226765922541731,0.32456387364186623
11,1,14,0.35843790551591065,0.39572192513368987,0.007461025075882382,0.027314877037765303,0.08637722544677146,0.41197506450993066,0.30490074652189064
12,1,15,0.3722554079907021,0.3875,0.0077198921968857715,0.027784693982273356,0.08786291707475784,0.4267134081959579,0.31779740778544635
13,1,16,0.3362667006196418,0.36397058823529416,0.01082711827577199,0.032904586725518964,0.10405343951918164,0.40075969060165895,0.2717737106376247
14,1,17,0.37901437650158876,0.3514705882352941,0.013407895598854767,0.03661679341348006,0.11579246779844865,0.4507832915920097,0.3072454614111678
15,1,18,0.3734972917581613,0.3651515151515151,0.01081022662767052,0.03287890908724089,0.10397223969728901,0.4379399535691535,0.30905462994716915
16,1,19,0.38554569634871494,0.37593984962406013,0.011605698063493234,0.03406713675008986,0.10772974549071039,0.45231728437889107,0.3187741083185388
17,1,20,0.3161543848308554,0.3125,0.0056041178779590905,0.023673018138714568,0.07486065640881791,0.3625535003827359,0.26975526927897486
18,1,21,0.3583882367464276,0.37478260869565216,0.006147552429670477,0.02479425826611975,0.07840632901539567,0.4069849829480223,0.3097914905448329
19,1,22,0.3265680899319343,0.30662393162393164,0.010673070409636226,0.032669665455336734,0.10331055323458599,0.3906006342243943,0.26253554563947434
20,1,23,0.41195439737159684,0.43487394957983194,0.0077808254707628505,0.027894131050747666,0.08820898747158847,0.46662689423106224,0.35728190051213143
21,1,24,0.4041647812971342,0.3786764705882353,0.005027080401168216,0.022421151623340435,0.07090190689373746,0.44811023847888143,0.36021932411538693
22,1,25,0.3421486748545572,0.3403361344537815,0.00800976770520251,0.028301533006539606,0.08949730557509823,0.3976196795473748,0.28667767016173956
23,1,26,0.37441919191919193,0.3833333333333333,0.01972933671734177,0.044417717993320824,0.1404611573259375,0.46147791918610076,0.2873604646522831
24,1,27,0.33469984264101915,0.32585470085470086,0.006639062286811211,0.025766377872745733,0.08148044113044069,0.3852019432716008,0.2841977420104375
25,1,28,0.3836522986387537,0.3680555555555556,0.007676509612840744,0.027706514780536262,0.08761569273161483,0.4379570676086048,0.3293475296689026
26,1,29,0.4185971529760229,0.4142156862745098,0.005686044515588042,0.023845428315691964,0.0754058652598592,0.46533419247477914,0.37186011347726666
27,1,30,0.34386687481316636,0.38682864450127874,0.00900962109894128,0.0300160308817493,0.09491902390428,0.402698295341395,0.2850354542849377
28,1,31,0.3939712248535778,0.38235294117647056,0.00735955504115977,0.027128499850083435,0.08578784902980008,0.4471430845597413,0.34079936514741427
29,1,32,0.40583433766096305,0.38675213675213677,0.00590361792238719,0.02429736183701265,0.07683500453821285,0.45345716686150783,0.35821150846041827
30,1,33,0.3561657673102686,0.3392857142857143,0.00913306267239606,0.030220957417653165,0.09556705851074448,0.4153988438488688,0.2969326907716684
31,1,34,0.3642230576441103,0.3786549707602339,0.007767215871449408,0.027869725279323097,0.08813180964583338,0.41884771919158353,0.30959839609663703
32,1,35,0.32712178172704487,0.33771929824561403,0.01046924742544249,0.03235621644358699,0.1023193404271279,0.39053996595647533,0.2637035974976144
33,1,36,0.3920300043094161,0.3264705882352941,0.03480654421346538,0.05899707129465443,0.18656512057044689,0.5076642640469388,0.2763957445718934
