,AgentID,Step,Age,Edu_level,Gender,Income,Generation,Cohort,Weight,Capital,Brut,Child1,Child2,Child3,Mother,Father,Partner,Education,Cultural,Economic,Social,Child1_Edu,Child2_Edu,Child3_Edu,Child1_Income,Child2_Income,Child3_Income,Mother_Edu,Father_Edu,Mother_Income,Father_Income,Spouse_Edu,Mother_Cultural,Mother_Economic,Mother_Social,Father_Cultural,Father_Economic,Father_Social,Scenario,Replication
0,0,14,48,4,M,314.186,1,2,"[6, 5, 8]","['0.64', '0.295', '0.709']",321.0,665,,,,,310.0,Lower Tertiary,0.64,0.295,0.709,5,,,269.08,,,,,,,4.0,,,,,,,2,8
1,1,0,59,4,F,268.783,1,1,"[4, 5, 3]","['0.56', '0.252', '0']",,,,,,,,Lower Tertiary,0.56,0.252,0,,,,,,,,,,,,,,,,,,2,8
2,10,0,49,3,M,634.616,1,1,"[3, 8, 10]","['0.39', '0.714', '0']",,,,,,,,Upper Secondary,0.39,0.714,0,,,,,,,,,,,,,,,,,,2,8
3,100,12,54,1,M,78.21,1,2,"[5, 3, 7]","['0.15', '0.064', '0.992']",474.0,,,,,,29.0,Primary,0.15,0.064,0.992,,,,,,,,,,,2.0,,,,,,,2,8
4,1000,48,50,4,F,529.85,4,5,"[1, 6, 1]","['0.44', '0.53', '0.966']",451.0,1189,1232,1309,741,812,1032.0,Lower Tertiary,0.44,0.53,0.966,2,2,2,55.143,319.355,296.834,4,4,641.386,103.034,4.0,0.6,0.481,0.929,0.64,0.071,0.909,2,8
5,1001,48,50,4,M,658.888,4,5,"[3, 6, 5]","['0.52', '0.659', '0.882']",412.0,1316,,,784,832,1011.0,Lower Tertiary,0.52,0.659,0.882,5,,,701.841,,,3,3,703.139,688.609,5.0,0.57,0.791,0.976,0.51,0.818,0.798,2,8
6,1002,57,68,5,M,350.726,4,6,"[5, 9, 10]","['0.75', '0.416', '0.912']",426.0,1227,1305,,771,800,961.0,Upper Tertiary,0.75,0.416,0.912,4,5,,541.633,498.204,,5,5,510.183,581.257,5.0,1.0,0.351,0.982,0.9,0.4,0.966,2,8
7,1003,48,50,5,M,537.845,3,5,"[6, 8, 4]","['0.8', '0.605', '0.97']",453.0,1342,,,733,775,985.0,Upper Tertiary,0.8,0.605,0.97,5,,,559.408,,,4,4,647.537,477.886,5.0,0.8,0.526,0.823,0.6,0.358,0.922,2,8
8,1004,52,58,1,F,538.201,4,5,"[2, 3, 5]","['0.12', '0.437', '0.656']",307.0,1199,1313,,847,843,984.0,Primary,0.12,0.437,0.656,3,3,,630.135,712.439,,5,5,602.688,615.484,1.0,0.6,0.678,0.97,0.6,0.654,0.972,2,8
9,1005,55,64,1,M,139.124,4,6,"[8, 3, 8]","['0.18', '0.113', '0.981']",460.0,1225,1346,,782,838,959.0,Primary,0.18,0.113,0.981,1,1,,464.45,714.87,,5,5,666.279,739.121,1.0,0.55,0.583,0.9,0.6,0.601,0.978,2,8
10,1006,58,70,4,F,784.525,4,6,"[10, 7, 10]","['0.8', '0.834', '0.979']",460.0,1245,1318,,811,828,1071.0,Lower Tertiary,0.8,0.834,0.979,5,4,,568.553,650.536,,5,5,665.761,774.733,4.0,0.8,0.832,0.901,0.65,0.92,0.842,2,8
11,1007,48,50,5,F,758.956,4,5,"[4, 7, 7]","['0.7', '0.806', '0.998']",470.0,1292,,,772,753,1075.0,Upper Tertiary,0.7,0.806,0.998,5,,,756.161,,,5,5,580.089,654.275,4.0,1.0,0.544,0.468,0.6,0.695,0.468,2,8
12,1008,56,66,5,M,713.877,4,6,"[9, 3, 2]","['0.95', '0.58', '0.831']",392.0,1297,,,787,883,977.0,Upper Tertiary,0.95,0.58,0.831,5,,,732.133,,,3,4,780.14,745.658,5.0,0.54,0.634,0.954,0.44,0.792,0.469,2,8
13,1009,56,66,1,M,706.215,5,6,"[9, 7, 2]","['0.19', '0.75', '0.786']",372.0,1253,1301,,759,778,980.0,Primary,0.19,0.75,0.786,3,5,,770.078,724.457,,5,5,574.048,431.333,1.0,0.85,0.646,0.964,0.75,0.539,0.938,2,8
14,101,13,54,3,F,568.452,1,2,"[5, 7, 10]","['0.45', '0.604', '0.593']",269.0,607,691,,,,65.0,Upper Secondary,0.45,0.604,0.593,2,5,,768.353,661.462,,,,,,3.0,,,,,,,2,8
