,AgentID,Step,Age,Edu_level,Gender,Income,Generation,Cohort,Weight,Capital,Brut,Child1,Child2,Child3,Mother,Father,Partner,Education,Cultural,Economic,Social,Child1_Edu,Child2_Edu,Child3_Edu,Child1_Income,Child2_Income,Child3_Income,Mother_Edu,Father_Edu,Mother_Income,Father_Income,Spouse_Edu,Mother_Cultural,Mother_Economic,Mother_Social,Father_Cultural,Father_Economic,Father_Social,Scenario,Replication
0,0,12,58,4,F,412.913,1,2,"[1, 2, 3]","['0.44', '0.31', '0.752']",373.0,678,,,,,391.0,Lower Tertiary,0.44,0.31,0.752,5,,,652.022,,,,,,,3.0,,,,,,,1,3
1,1,1,43,4,M,655.697,1,1,"[4, 5, 2]","['0.56', '0.615', '0.405']",199.0,564,655,692,,,317.0,Lower Tertiary,0.56,0.615,0.405,3,5,3,724.786,682.805,799.592,,,,,2.0,,,,,,,1,3
2,10,13,50,5,M,481.532,1,2,"[10, 1, 10]","['1.0', '0.331', '0.572']",269.0,,,,,,148.0,Upper Tertiary,1.0,0.331,0.572,,,,,,,,,,,3.0,,,,,,,1,3
3,100,0,41,1,F,664.341,1,1,"[8, 5, 3]","['0.18', '0.623', '0']",,,,,,,,Primary,0.18,0.623,0,,,,,,,,,,,,,,,,,,1,3
4,1000,58,64,3,M,416.961,4,6,"[7, 7, 3]","['0.51', '0.443', '0.8']",399.0,1189,1321,1366,818,817,968.0,Upper Secondary,0.51,0.443,0.8,3,5,3,542.096,592.188,553.904,4,3,725.822,676.768,2.0,0.48,0.726,0.486,0.57,0.55,0.488,1,3
5,1001,53,54,5,F,726.181,4,5,"[5, 5, 10]","['0.75', '0.681', '0.914']",457.0,1217,1251,1341,843,821,1089.0,Upper Tertiary,0.75,0.681,0.914,5,5,5,612.856,691.216,536.415,5,5,652.926,744.317,4.0,0.95,0.449,0.659,1.0,0.512,0.767,1,3
6,1002,65,78,3,M,436.22,4,6,"[7, 9, 8]","['0.51', '0.518', '0.98']",490.0,1277,,,742,780,1004.0,Upper Secondary,0.51,0.518,0.98,1,,,785.199,,,3,3,285.198,63.978,4.0,0.57,0.285,0.642,0.51,0.072,0.832,1,3
7,1003,58,64,3,M,6.013,4,6,"[6, 4, 3]","['0.48', '0.005', '0.802']",400.0,,,,888,943,960.0,Upper Secondary,0.48,0.005,0.802,,,,,,,4,4,754.579,98.053,3.0,0.64,0.66,0.99,0.8,0.086,0.968,1,3
8,1004,66,80,4,F,558.657,4,6,"[3, 8, 7]","['0.52', '0.628', '0.952']",475.0,1277,,,745,762,1002.0,Lower Tertiary,0.52,0.628,0.952,1,,,785.199,,,4,3,645.479,634.29,3.0,0.48,0.645,0.907,0.57,0.714,0.822,1,3
9,1005,53,54,5,F,662.716,4,5,"[10, 2, 2]","['1.0', '0.497', '0.756']",378.0,1245,1376,,685,702,998.0,Upper Tertiary,1.0,0.497,0.756,5,5,,492.661,303.089,,1,5,130.808,708.432,5.0,0.2,0.131,0.788,0.85,0.62,0.457,1,3
10,1006,53,54,1,F,95.974,4,5,"[1, 8, 10]","['0.11', '0.108', '0.692']",346.0,1373,,,709,804,1015.0,Primary,0.11,0.108,0.692,4,,,681.691,,,5,5,591.609,506.339,2.0,0.55,0.444,0.968,0.6,0.38,0.984,1,3
11,1007,52,52,4,F,789.115,4,5,"[6, 1, 7]","['0.64', '0.543', '0.624']",311.0,1187,1206,1282,731,777,999.0,Lower Tertiary,0.64,0.543,0.624,5,4,4,751.16,762.058,728.35,4,5,157.095,673.864,4.0,0.72,0.187,0.798,0.8,0.548,0.948,1,3
12,1008,59,66,5,F,698.51,4,6,"[10, 10, 3]","['1.0', '0.873', '0.629']",314.0,1193,1212,1272,758,834,1055.0,Upper Tertiary,1.0,0.873,0.629,5,5,5,772.442,768.09,729.07,5,5,655.413,748.448,4.0,0.9,0.737,0.872,0.85,0.889,0.882,1,3
13,1009,58,64,5,F,757.793,5,6,"[4, 8, 8]","['0.7', '0.853', '0.85']",425.0,1248,,,919,959,1032.0,Upper Tertiary,0.7,0.853,0.85,5,,,772.296,,,4,4,744.496,85.247,5.0,0.72,0.931,0.542,0.48,0.107,0.972,1,3
14,101,0,40,3,F,657.624,1,1,"[6, 1, 5]","['0.48', '0.452', '0']",,,,,,,,Upper Secondary,0.48,0.452,0,,,,,,,,,,,,,,,,,,1,3
15,1010,59,66,4,M,749.695,4,6,"[4, 3, 8]","['0.56', '0.609', '0.896']",448.0,1214,1233,1264,730,744,1025.0,Lower Tertiary,0.56,0.609,0.896,3,2,1,266.454,103.079,151.636,5,5,702.483,604.044,5.0,0.75,0.746,0.854,0.7,0.717,0.708,1,3
16,1011,52,52,4,M,236.959,3,5,"[8, 6, 6]","['0.72', '0.237', '0.978']",487.0,1182,1198,1307,696,719,976.0,Lower Tertiary,0.72,0.237,0.978,1,2,1,110.148,64.221,149.017,3,4,80.446,467.778,4.0,0.51,0.06,0.92,0.72,0.322,0.824,1,3
17,1012,58,64,4,F,758.177,5,6,"[6, 9, 7]","['0.64', '0.9', '0.976']",486.0,1192,1273,1357,833,915,1050.0,Lower Tertiary,0.64,0.9,0.976,3,5,5,767.876,705.235,795.424,3,1,415.666,761.979,5.0,0.57,0.39,0.889,0.19,0.857,0.768,1,3
18,1013,53,54,4,M,784.061,4,5,"[2, 3, 10]","['0.48', '0.637', '0.754']",376.0,1186,1279,1326,764,814,986.0,Lower Tertiary,0.48,0.637,0.754,4,3,3,771.683,318.33,335.747,5,4,752.356,496.517,4.0,0.8,0.658,0.906,0.8,0.621,0.908,1,3
19,1014,51,50,5,F,372.176,4,5,"[8, 9, 2]","['0.9', '0.442', '0.964']",482.0,1268,1348,,878,877,1078.0,Upper Tertiary,0.9,0.442,0.964,3,1,,776.817,730.07,,2,3,55.57,510.008,4.0,0.38,0.045,0.102,0.39,0.351,0.614,1,3
20,1015,59,66,2,M,68.024,5,6,"[5, 3, 4]","['0.3', '0.055', '0.71']",355.0,1373,,,749,798,1006.0,Lower Secondary,0.3,0.055,0.71,4,,,681.691,,,4,4,733.031,392.38,1.0,0.48,0.596,0.846,0.48,0.368,0.802,1,3
21,1016,59,66,1,F,404.986,5,6,"[3, 5, 2]","['0.13', '0.38', '0.714']",357.0,1244,,,849,883,1023.0,Primary,0.13,0.38,0.714,5,,,460.722,,,2,3,16.182,168.334,1.0,0.36,0.02,0.87,0.33,0.137,0.992,1,3
22,1017,59,66,5,F,775.646,4,6,"[9, 8, 1]","['0.95', '0.873', '0.87']",435.0,1202,1243,1390,866,805,1035.0,Upper Tertiary,0.95,0.873,0.87,5,5,5,768.344,635.184,751.735,4,5,724.686,563.362,5.0,0.8,0.634,0.87,0.9,0.704,0.267,1,3
23,1018,59,66,2,M,48.135,5,6,"[1, 6, 9]","['0.22', '0.048', '0.998']",498.0,1309,,,752,794,1047.0,Lower Secondary,0.22,0.048,0.998,1,,,226.265,,,3,3,503.206,378.82,3.0,0.39,0.377,0.966,0.39,0.331,0.762,1,3
24,1019,58,64,1,F,709.077,5,7,"[4, 4, 2]","['0.14', '0.62', '0.631']",315.0,1252,1322,1391,771,852,988.0,Primary,0.14,0.62,0.631,3,2,1,359.42,517.336,621.911,1,1,658.817,572.719,1.0,0.11,0.576,0.952,0.15,0.609,0.942,1,3
25,102,25,66,5,M,395.163,1,3,"[8, 1, 2]","['0.9', '0.272', '0.701']",323.0,844,,,,,508.0,Upper Tertiary,0.9,0.272,0.701,4,,,115.352,,,,,,,4.0,,,,,,,1,3
26,1020,58,64,5,M,502.288,5,6,"[6, 2, 8]","['0.8', '0.377', '0.646']",323.0,1263,1314,1319,838,904,1026.0,Upper Tertiary,0.8,0.377,0.646,4,5,5,48.851,324.064,783.783,1,5,252.107,369.843,5.0,0.11,0.205,0.824,0.95,0.3,0.16,1,3
27,1021,58,64,3,M,206.821,4,6,"[4, 3, 7]","['0.42', '0.168', '0.884']",441.0,1219,1256,1297,822,785,1057.0,Upper Secondary,0.42,0.168,0.884,4,5,3,462.253,572.229,345.04,5,4,515.411,765.456,2.0,0.65,0.387,0.958,0.6,0.861,0.938,1,3
28,1022,61,70,2,M,732.851,4,6,"[9, 2, 3]","['0.38', '0.55', '0.57']",284.0,,,,769,870,1027.0,Lower Secondary,0.38,0.55,0.57,,,,,,,4,3,744.679,645.236,4.0,0.48,0.884,0.962,0.45,0.726,0.884,1,3
29,1023,58,64,1,M,103.547,5,6,"[4, 9, 4]","['0.14', '0.123', '0.956']",476.0,1244,,,760,856,1016.0,Primary,0.14,0.123,0.956,5,,,460.722,,,3,4,677.648,86.15,1.0,0.51,0.551,0.896,0.52,0.075,0.99,1,3
30,1024,59,66,4,M,795.623,5,6,"[10, 1, 6]","['0.8', '0.547', '0.9']",448.0,1047,1175,,846,793,920.0,Lower Tertiary,0.8,0.547,0.9,3,4,,410.482,229.139,,3,3,718.631,411.846,5.0,0.36,0.539,0.768,0.39,0.489,0.679,1,3
31,1025,51,50,5,F,575.735,3,5,"[2, 6, 6]","['0.6', '0.576', '0.988']",491.0,1214,1233,1264,707,723,1010.0,Upper Tertiary,0.6,0.576,0.988,3,2,1,266.454,103.079,151.636,5,4,577.133,762.645,4.0,0.9,0.613,0.868,0.44,0.81,0.348,1,3
32,1026,50,48,5,F,353.075,4,5,"[5, 5, 6]","['0.75', '0.331', '0.299']",149.0,1263,1314,1319,783,844,1020.0,Upper Tertiary,0.75,0.331,0.299,4,5,5,48.851,324.064,783.783,3,4,47.5,115.352,5.0,0.57,0.033,0.938,0.6,0.087,0.902,1,3
33,1027,51,50,4,F,711.326,4,5,"[1, 4, 3]","['0.44', '0.622', '0.605']",302.0,,,,781,747,1022.0,Lower Tertiary,0.44,0.622,0.605,,,,,,,2,3,182.86,19.073,2.0,0.38,0.137,0.688,0.36,0.02,0.679,1,3
34,1028,59,66,5,F,739.496,5,6,"[5, 4, 9]","['0.75', '0.647', '0.856']",428.0,,,,825,839,1069.0,Upper Tertiary,0.75,0.647,0.856,,,,,,,4,4,204.584,312.798,4.0,0.52,0.23,0.327,0.52,0.293,0.726,1,3
35,1029,53,54,5,M,458.335,4,5,"[9, 4, 1]","['0.95', '0.401', '0.942']",469.0,,,,755,778,956.0,Upper Tertiary,0.95,0.401,0.942,,,,,,,4,5,699.731,720.533,5.0,0.64,0.525,0.685,0.6,0.63,0.786,1,3
36,103,11,49,2,M,175.405,1,2,"[9, 3, 2]","['0.38', '0.143', '0.945']",447.0,521,573,668,,,144.0,Lower Secondary,0.38,0.143,0.945,2,1,1,190.001,80.06,5.055,,,,,1.0,,,,,,,1,3
