essround,idno,yrbrn,agea,eisced,gndr,hincsrca,bthcld,eiscedp,eiscedf,eiscedm,hinctnta,iincsrc
5,125305,1937,73,2,1,4.0,,2.0,1.0,1.0,4.0,
5,125307,1978,32,4,2,1.0,,4.0,2.0,2.0,9.0,
5,125308,1960,50,4,2,6.0,,2.0,1.0,1.0,5.0,
5,125309,1947,63,4,2,4.0,,4.0,1.0,2.0,5.0,
5,125402,1982,28,6,1,2.0,,66.0,5.0,1.0,4.0,
5,125403,1976,34,6,1,4.0,,66.0,6.0,6.0,9.0,
5,125404,1972,38,6,1,6.0,,66.0,2.0,1.0,9.0,
5,125405,1967,43,2,1,5.0,,2.0,1.0,1.0,3.0,
5,125407,1953,57,2,1,6.0,,66.0,2.0,1.0,2.0,
5,125409,1931,79,2,1,4.0,,5.0,5.0,2.0,6.0,
5,125503,1991,20,2,2,5.0,,66.0,1.0,2.0,2.0,
5,125505,1985,26,6,2,1.0,,66.0,1.0,6.0,4.0,
5,125508,1962,49,4,2,1.0,,6.0,4.0,4.0,88.0,
5,125509,1956,55,1,2,4.0,,6.0,1.0,88.0,3.0,
5,125601,1958,53,2,2,6.0,,66.0,1.0,2.0,8.0,
5,125602,1960,51,3,2,1.0,,4.0,2.0,1.0,7.0,
5,125603,1951,60,6,2,1.0,,66.0,2.0,2.0,4.0,
5,125604,1947,64,3,2,6.0,,66.0,1.0,1.0,2.0,
5,125607,1937,74,3,2,4.0,,66.0,1.0,1.0,4.0,
5,125701,1991,20,4,1,88.0,,66.0,7.0,6.0,9.0,
5,125702,1982,29,4,1,1.0,,6.0,7.0,4.0,8.0,
5,125703,1962,48,3,1,2.0,,6.0,6.0,6.0,10.0,
5,125704,1957,53,6,1,1.0,,6.0,5.0,2.0,10.0,
5,125705,1949,61,5,1,4.0,,5.0,4.0,2.0,6.0,
5,125707,1968,43,2,2,1.0,,3.0,2.0,1.0,6.0,
5,125801,1993,18,5,1,1.0,,66.0,4.0,4.0,4.0,
5,125802,1964,47,5,1,2.0,,4.0,1.0,1.0,7.0,
5,125803,1958,53,4,1,1.0,,6.0,2.0,4.0,10.0,
5,125804,1950,61,2,1,1.0,,2.0,55.0,55.0,7.0,
5,125806,1985,26,6,2,1.0,,4.0,4.0,4.0,7.0,
5,125807,1977,34,4,2,1.0,,6.0,4.0,2.0,77.0,
5,125808,1970,41,7,2,1.0,,6.0,2.0,6.0,10.0,
5,125901,1974,36,3,1,2.0,,6.0,2.0,2.0,7.0,
5,125902,1968,42,5,1,1.0,,2.0,1.0,1.0,6.0,
5,125903,1956,54,1,1,1.0,,1.0,1.0,1.0,77.0,
5,125904,1948,62,2,1,4.0,,2.0,1.0,1.0,4.0,
5,125906,1981,30,3,2,1.0,,3.0,7.0,2.0,7.0,
5,125907,1962,48,3,2,1.0,,3.0,4.0,1.0,9.0,
5,125908,1938,72,6,2,4.0,,66.0,2.0,2.0,9.0,
5,125909,1926,84,5,2,4.0,,5.0,1.0,1.0,3.0,
5,126001,1990,20,4,1,8.0,,66.0,6.0,6.0,4.0,
5,126003,1942,68,2,1,4.0,,6.0,88.0,88.0,77.0,
5,126004,1925,85,6,1,4.0,,66.0,7.0,2.0,88.0,
5,126005,1993,17,2,2,1.0,,66.0,7.0,7.0,88.0,
5,126007,1959,51,4,2,4.0,,7.0,2.0,2.0,5.0,
5,126008,1947,63,6,2,4.0,,7.0,4.0,4.0,4.0,
5,126101,1969,42,6,2,1.0,,7.0,6.0,5.0,9.0,
5,126102,1955,55,6,2,5.0,,6.0,7.0,1.0,1.0,
5,126104,1985,26,7,1,1.0,,66.0,7.0,6.0,4.0,
5,126105,1980,31,7,1,2.0,,7.0,7.0,6.0,9.0,
5,126107,1976,35,6,2,1.0,,6.0,1.0,4.0,6.0,
5,126109,1935,75,7,2,4.0,,66.0,7.0,4.0,77.0,
5,126201,1985,25,4,1,1.0,,66.0,88.0,88.0,88.0,
5,126204,1951,59,2,1,4.0,,4.0,1.0,1.0,6.0,
5,126206,1993,17,2,2,1.0,,66.0,2.0,2.0,6.0,
5,126208,1958,52,4,2,1.0,,7.0,4.0,1.0,10.0,
5,126302,1944,66,7,1,4.0,,6.0,1.0,2.0,6.0,
5,126303,1951,59,6,2,2.0,,6.0,1.0,6.0,7.0,
5,126304,1955,55,6,2,1.0,,66.0,7.0,6.0,4.0,
5,126305,1982,28,5,1,1.0,,66.0,88.0,6.0,4.0,
5,126306,1960,50,7,1,1.0,,6.0,7.0,4.0,9.0,
5,126309,1958,53,7,1,1.0,,6.0,1.0,6.0,9.0,
5,126401,1940,70,7,1,4.0,,7.0,4.0,5.0,10.0,
5,126403,1986,25,3,2,1.0,,6.0,7.0,88.0,5.0,
5,126404,1948,63,4,2,4.0,,2.0,2.0,2.0,6.0,
5,126405,1990,20,4,1,2.0,,66.0,4.0,6.0,9.0,
5,126406,1967,43,7,1,2.0,,6.0,7.0,1.0,7.0,
5,126409,1934,76,3,2,4.0,,66.0,88.0,1.0,77.0,
5,126501,1992,18,3,1,1.0,,66.0,2.0,3.0,4.0,
5,126502,1983,27,6,1,1.0,,66.0,4.0,4.0,9.0,
5,126503,1962,48,4,1,1.0,,5.0,4.0,5.0,10.0,
5,126504,1941,69,3,1,4.0,,4.0,1.0,1.0,7.0,
5,126505,1975,35,5,2,1.0,,66.0,2.0,4.0,3.0,
5,126506,1968,42,6,2,2.0,,7.0,7.0,4.0,5.0,
5,126507,1956,54,4,2,1.0,,6.0,2.0,2.0,9.0,
5,126509,1931,79,1,2,4.0,,66.0,1.0,1.0,2.0,
5,126602,1961,50,6,1,2.0,,7.0,4.0,88.0,9.0,
5,126605,1973,38,6,2,1.0,,5.0,6.0,6.0,4.0,
5,126606,1967,44,2,2,1.0,,6.0,2.0,6.0,4.0,
5,126701,1993,17,2,1,1.0,,66.0,4.0,4.0,6.0,
5,126702,1986,24,2,1,1.0,,66.0,7.0,4.0,3.0,
5,126706,1958,52,4,1,2.0,,6.0,1.0,88.0,6.0,
5,126708,1945,65,6,2,4.0,,2.0,1.0,1.0,6.0,
5,126709,1934,77,5,2,4.0,,7.0,1.0,1.0,8.0,
5,126801,1972,39,4,1,1.0,,66.0,1.0,1.0,5.0,
5,126802,1945,65,1,1,8.0,,4.0,1.0,1.0,3.0,
5,126803,1935,75,1,1,4.0,,1.0,1.0,1.0,2.0,
5,126804,1990,20,4,2,1.0,,66.0,3.0,3.0,3.0,
5,126805,1981,30,2,2,2.0,,4.0,88.0,1.0,4.0,
5,126806,1967,43,2,2,1.0,,5.0,5.0,5.0,8.0,
5,126807,1964,46,5,2,1.0,,66.0,6.0,5.0,6.0,
5,126808,1953,57,3,2,1.0,,5.0,1.0,1.0,7.0,
5,126809,1940,70,2,2,4.0,,2.0,1.0,2.0,1.0,
5,126902,1949,61,2,1,6.0,,1.0,1.0,1.0,3.0,
5,126904,1969,41,6,2,1.0,,5.0,7.0,4.0,9.0,
5,127002,1968,43,4,1,1.0,,4.0,6.0,2.0,77.0,
5,127003,1963,48,4,1,1.0,,66.0,1.0,1.0,77.0,
5,127005,1942,69,2,1,4.0,,4.0,1.0,1.0,77.0,
5,127007,1982,29,55,2,1.0,,5.0,4.0,2.0,6.0,
5,127009,1926,85,2,2,4.0,,4.0,1.0,1.0,88.0,
5,127102,1994,17,2,1,88.0,,66.0,4.0,1.0,88.0,
5,127106,1980,31,2,2,5.0,,2.0,1.0,1.0,4.0,
5,127108,1959,52,1,2,6.0,,6.0,1.0,1.0,3.0,
5,127201,1991,19,4,1,2.0,,66.0,5.0,5.0,9.0,
5,127202,1975,35,6,1,1.0,,66.0,1.0,1.0,7.0,
5,127204,1931,79,2,1,4.0,,1.0,1.0,1.0,4.0,
5,127205,1983,27,5,2,1.0,,2.0,2.0,6.0,8.0,
5,127206,1968,42,6,2,1.0,,6.0,4.0,4.0,8.0,
5,127207,1956,54,7,2,1.0,,7.0,2.0,2.0,9.0,
5,127208,1950,60,5,2,1.0,,2.0,2.0,2.0,3.0,
5,127302,1951,59,4,1,1.0,,3.0,7.0,4.0,6.0,
5,127304,1933,77,6,1,4.0,,4.0,1.0,1.0,4.0,
5,127308,1970,40,7,2,1.0,,7.0,7.0,4.0,10.0,
5,127401,1995,16,1,1,1.0,,66.0,5.0,2.0,88.0,
5,127402,1987,24,4,1,1.0,,66.0,5.0,3.0,4.0,
5,127407,1963,48,2,1,6.0,,66.0,1.0,1.0,2.0,
5,127408,1956,55,2,1,1.0,,66.0,1.0,2.0,2.0,
5,127409,1959,52,2,1,1.0,,2.0,1.0,1.0,77.0,
5,127502,1929,81,1,1,4.0,,1.0,1.0,1.0,3.0,
5,127503,1991,19,4,2,1.0,,66.0,7.0,4.0,88.0,
5,127504,1966,44,4,2,1.0,,4.0,1.0,1.0,9.0,
5,127505,1969,42,5,2,1.0,,4.0,88.0,88.0,3.0,
5,127506,1949,61,6,2,6.0,,66.0,1.0,1.0,3.0,
5,127507,1944,66,1,2,2.0,,5.0,1.0,1.0,88.0,
5,127601,1990,21,6,1,1.0,,66.0,6.0,4.0,6.0,
5,127604,1968,43,4,1,1.0,,66.0,7.0,5.0,4.0,
5,127605,1957,54,5,1,1.0,,2.0,1.0,1.0,6.0,
5,127606,1955,56,2,1,1.0,,1.0,1.0,1.0,5.0,
5,127702,1973,38,6,2,1.0,,66.0,2.0,1.0,5.0,
5,127703,1966,45,7,2,1.0,,7.0,6.0,2.0,9.0,
5,127708,1941,70,3,2,4.0,,4.0,6.0,2.0,8.0,
5,127801,1978,33,6,1,2.0,,5.0,4.0,6.0,4.0,
5,127804,1953,57,6,1,1.0,,4.0,2.0,2.0,10.0,
5,127805,1946,64,6,1,4.0,,1.0,1.0,1.0,6.0,
5,127806,1935,75,1,1,4.0,,1.0,1.0,1.0,3.0,
5,127807,1987,24,3,2,6.0,,66.0,5.0,5.0,4.0,
5,127809,1995,15,5,1,1.0,,66.0,4.0,7.0,88.0,
5,127901,1987,23,6,1,1.0,,6.0,7.0,6.0,6.0,
5,127902,1946,64,7,1,1.0,,4.0,1.0,1.0,8.0,
5,127903,1935,75,5,1,4.0,,2.0,88.0,1.0,3.0,
5,127904,1994,16,2,2,1.0,,66.0,7.0,88.0,10.0,
5,127905,1971,39,7,2,1.0,,7.0,3.0,4.0,10.0,
5,127908,1965,45,4,1,1.0,,5.0,3.0,2.0,8.0,
5,127909,1978,32,6,2,2.0,,4.0,7.0,7.0,8.0,
5,128002,1943,68,4,1,4.0,,2.0,1.0,1.0,4.0,
5,128003,1985,26,6,2,1.0,,66.0,4.0,4.0,88.0,
5,128004,1976,35,6,2,1.0,,4.0,55.0,4.0,7.0,
5,128006,1963,48,4,2,1.0,,4.0,4.0,4.0,9.0,
5,128008,1951,60,7,2,5.0,,66.0,1.0,7.0,6.0,
5,128101,1986,24,4,1,2.0,,1.0,4.0,1.0,3.0,
5,128102,1989,22,1,1,1.0,,66.0,88.0,88.0,2.0,
5,128104,1984,27,7,1,2.0,,66.0,6.0,6.0,6.0,
5,128105,1976,34,1,1,1.0,,66.0,1.0,1.0,2.0,
5,128106,1977,33,7,1,1.0,,66.0,6.0,6.0,6.0,
5,128107,1979,32,7,1,1.0,,66.0,7.0,7.0,9.0,
5,128108,1972,38,7,1,1.0,,66.0,3.0,6.0,2.0,
5,128204,1991,20,6,2,2.0,,66.0,7.0,7.0,3.0,
5,128206,1980,30,4,2,1.0,,4.0,5.0,5.0,6.0,
5,128209,1967,43,7,2,1.0,,66.0,6.0,4.0,3.0,
5,128402,1985,26,1,1,1.0,,4.0,2.0,1.0,77.0,
5,128403,1971,40,1,1,6.0,,66.0,1.0,1.0,2.0,
5,128405,1957,54,2,1,1.0,,2.0,4.0,1.0,7.0,
5,128409,1942,69,1,2,4.0,,66.0,1.0,1.0,3.0,
5,128501,1995,16,2,1,1.0,,66.0,5.0,4.0,88.0,
5,128502,1959,52,6,1,1.0,,66.0,4.0,4.0,77.0,
5,128503,1953,58,1,1,4.0,,1.0,1.0,1.0,4.0,
5,128504,1946,65,4,1,4.0,,2.0,4.0,1.0,77.0,
5,128505,1987,24,6,2,1.0,,66.0,4.0,4.0,88.0,
5,128506,1980,31,6,2,1.0,,66.0,1.0,1.0,77.0,
5,128508,1966,45,4,2,4.0,,4.0,2.0,1.0,3.0,
5,128602,1986,25,6,1,1.0,,6.0,6.0,4.0,6.0,
5,128603,1984,27,6,1,5.0,,66.0,7.0,7.0,6.0,
5,128604,1975,36,2,1,1.0,,3.0,2.0,88.0,6.0,
5,128607,1971,40,1,1,2.0,,1.0,1.0,1.0,8.0,
5,128701,1963,48,7,1,1.0,,7.0,1.0,2.0,5.0,
5,128703,1959,52,1,1,1.0,,2.0,1.0,1.0,88.0,
5,128704,1949,62,1,1,4.0,,1.0,88.0,88.0,7.0,
5,128708,1993,18,1,2,1.0,,66.0,4.0,6.0,3.0,
5,128802,1988,23,4,2,5.0,,66.0,4.0,1.0,2.0,
5,128803,1981,30,2,2,1.0,,6.0,88.0,6.0,7.0,
5,128804,1981,30,6,2,5.0,,66.0,6.0,1.0,1.0,
5,128805,1976,35,2,2,1.0,,2.0,1.0,1.0,6.0,
5,128807,1979,32,7,2,1.0,,7.0,4.0,6.0,5.0,
5,128808,1972,39,2,2,1.0,,66.0,2.0,1.0,3.0,
5,128809,1967,44,7,2,1.0,,7.0,6.0,3.0,10.0,
5,128901,1969,42,7,2,2.0,,7.0,2.0,4.0,8.0,
5,128903,1960,51,2,2,1.0,,3.0,88.0,1.0,6.0,
5,129006,1954,56,2,2,2.0,,66.0,88.0,88.0,5.0,
5,129009,1990,20,4,1,1.0,,66.0,7.0,6.0,88.0,
5,129101,1987,24,2,1,1.0,,66.0,88.0,88.0,88.0,
5,129104,1948,63,7,1,4.0,,4.0,1.0,1.0,5.0,
5,129106,1932,79,5,1,4.0,,5.0,1.0,1.0,4.0,
5,129107,1994,17,2,2,2.0,,66.0,2.0,4.0,88.0,
5,129108,1974,37,7,2,1.0,,6.0,7.0,4.0,7.0,
5,129201,1979,31,6,1,1.0,,6.0,4.0,4.0,9.0,
5,129202,1970,41,4,1,1.0,,66.0,1.0,1.0,3.0,
5,129204,1944,66,6,1,4.0,,5.0,5.0,5.0,5.0,
5,129205,1995,15,2,2,1.0,,66.0,6.0,6.0,88.0,
5,129206,1988,22,6,2,1.0,,66.0,7.0,7.0,88.0,
5,129207,1964,46,6,2,2.0,,6.0,2.0,2.0,7.0,
5,129208,1958,52,2,2,1.0,,4.0,88.0,88.0,7.0,
5,129209,1934,76,6,2,4.0,,4.0,6.0,6.0,7.0,
5,129301,1993,18,2,1,1.0,,66.0,6.0,6.0,9.0,
5,129304,1976,35,6,2,1.0,,5.0,1.0,1.0,8.0,
5,129307,1950,61,6,2,1.0,,7.0,1.0,1.0,7.0,
5,129309,1931,80,5,2,4.0,,4.0,1.0,1.0,6.0,
5,129402,1957,53,6,1,2.0,,4.0,6.0,2.0,9.0,
5,129408,1941,69,1,2,4.0,,2.0,1.0,1.0,3.0,
5,129409,1929,81,1,2,4.0,,66.0,1.0,1.0,3.0,
5,129501,1984,26,6,1,1.0,,66.0,2.0,3.0,6.0,
5,129503,1943,67,2,1,4.0,,1.0,1.0,1.0,3.0,
5,129505,1993,17,1,2,1.0,,66.0,6.0,2.0,10.0,
5,129506,1976,34,6,2,1.0,,66.0,4.0,6.0,3.0,
5,129508,1959,51,4,2,1.0,,66.0,6.0,6.0,4.0,
5,129602,1972,38,6,1,1.0,,4.0,1.0,1.0,77.0,
5,129606,1959,51,6,1,1.0,,2.0,7.0,1.0,8.0,
5,129609,1995,15,2,2,1.0,,66.0,2.0,4.0,88.0,
5,129702,1976,34,7,2,1.0,,6.0,4.0,4.0,8.0,
5,129703,1956,54,1,2,1.0,,5.0,88.0,1.0,77.0,
5,129706,1948,62,1,2,1.0,,2.0,1.0,1.0,6.0,
5,129707,1980,30,7,1,1.0,,6.0,4.0,6.0,9.0,
5,129708,1952,58,7,1,1.0,,5.0,1.0,88.0,9.0,
5,129709,1939,71,2,1,4.0,,1.0,1.0,1.0,4.0,
5,129801,1937,74,1,1,4.0,,1.0,3.0,1.0,77.0,
5,129804,1943,68,6,2,4.0,,4.0,6.0,6.0,4.0,
5,129805,1939,72,6,2,4.0,,66.0,1.0,1.0,4.0,
5,129807,1929,82,2,2,4.0,,66.0,2.0,1.0,3.0,
5,129808,1925,86,4,2,4.0,,66.0,1.0,1.0,77.0,
5,129809,1991,20,4,1,2.0,,66.0,7.0,7.0,88.0,
5,129901,1994,17,2,1,1.0,,66.0,4.0,4.0,88.0,
5,129903,1990,21,6,1,1.0,,66.0,6.0,4.0,4.0,
5,129908,1971,40,7,1,2.0,,7.0,7.0,7.0,9.0,
5,130005,1953,58,7,1,1.0,,6.0,7.0,2.0,10.0,
5,130008,1945,66,6,1,1.0,,4.0,2.0,2.0,5.0,
5,130009,1931,80,6,1,4.0,,66.0,6.0,1.0,3.0,
5,130103,1986,25,4,2,6.0,,66.0,6.0,1.0,1.0,
5,130104,1989,21,6,2,1.0,,66.0,55.0,6.0,10.0,
5,130106,1979,31,2,2,2.0,,7.0,4.0,4.0,4.0,
5,130107,1972,38,4,2,7.0,,66.0,7.0,7.0,5.0,
5,130109,1961,49,6,2,5.0,,6.0,1.0,1.0,3.0,
5,130203,1956,55,6,2,1.0,,66.0,3.0,2.0,4.0,
5,130205,1959,52,5,2,5.0,,66.0,1.0,1.0,8.0,
5,130206,1960,51,7,2,1.0,,66.0,7.0,4.0,5.0,
5,130207,1950,61,7,2,1.0,,7.0,4.0,4.0,77.0,
5,130301,1976,34,5,1,1.0,,6.0,7.0,4.0,4.0,
5,130303,1957,53,2,1,1.0,,55.0,88.0,88.0,5.0,
5,130304,1950,60,1,1,4.0,,1.0,88.0,1.0,6.0,
5,130305,1943,67,55,1,4.0,,5.0,1.0,1.0,5.0,
5,130306,1932,79,1,1,4.0,,1.0,1.0,1.0,4.0,
5,130307,1992,19,4,2,1.0,,66.0,7.0,4.0,9.0,
5,130308,1984,26,7,2,1.0,,6.0,7.0,6.0,7.0,
5,130309,1969,42,4,2,1.0,,6.0,4.0,6.0,6.0,
5,130402,1984,27,4,1,1.0,,6.0,7.0,6.0,8.0,
5,130403,1966,44,4,1,1.0,,4.0,1.0,1.0,8.0,
5,130405,1957,54,3,1,1.0,,1.0,1.0,1.0,6.0,
5,130406,1954,56,2,1,5.0,,1.0,3.0,1.0,2.0,
5,130407,1929,81,1,1,4.0,,1.0,1.0,1.0,4.0,
5,130502,1943,68,4,2,4.0,,2.0,4.0,2.0,3.0,
5,130505,1973,38,5,1,1.0,,7.0,2.0,4.0,8.0,
5,130508,1969,42,4,2,1.0,,4.0,4.0,1.0,7.0,
5,130509,1947,64,4,2,4.0,,7.0,88.0,1.0,4.0,
5,130601,1983,27,4,1,1.0,,66.0,1.0,1.0,9.0,
5,130602,1976,34,5,1,1.0,,3.0,7.0,7.0,10.0,
5,130604,1952,58,2,1,1.0,,5.0,2.0,1.0,10.0,
5,130605,1991,20,4,2,1.0,,66.0,7.0,4.0,88.0,
5,130608,1945,65,4,2,4.0,,66.0,1.0,1.0,2.0,
5,130703,1951,59,5,1,1.0,,4.0,1.0,1.0,7.0,
5,130704,1931,79,4,1,4.0,,4.0,1.0,1.0,5.0,
5,130802,1966,45,3,1,1.0,,66.0,1.0,1.0,5.0,
5,130803,1947,63,4,1,4.0,,1.0,1.0,1.0,3.0,
5,130805,1972,39,5,2,2.0,,66.0,2.0,5.0,3.0,
5,130806,1961,50,5,2,4.0,,4.0,1.0,1.0,6.0,
5,130807,1954,57,4,2,1.0,,6.0,1.0,1.0,8.0,
5,130809,1919,92,1,2,4.0,,66.0,1.0,1.0,88.0,
5,130903,1968,43,2,1,1.0,,6.0,4.0,3.0,6.0,
5,130904,1939,72,2,1,4.0,,66.0,1.0,1.0,3.0,
5,130906,1983,28,4,2,1.0,,5.0,3.0,4.0,5.0,
5,130907,1962,49,7,2,1.0,,66.0,1.0,2.0,7.0,
5,130908,1956,55,2,2,1.0,,4.0,2.0,1.0,9.0,
5,131004,1974,37,6,2,1.0,,6.0,6.0,6.0,77.0,
5,131005,1967,44,7,2,1.0,,4.0,2.0,6.0,9.0,
5,131006,1961,50,2,2,1.0,,4.0,5.0,2.0,8.0,
5,131008,1929,82,1,2,4.0,,1.0,1.0,1.0,7.0,
5,131009,1983,28,6,2,1.0,,6.0,4.0,6.0,6.0,
5,131101,1956,54,2,1,1.0,,2.0,5.0,1.0,4.0,
5,131102,1949,61,2,1,7.0,,2.0,88.0,1.0,77.0,
5,131103,1992,18,4,2,1.0,,66.0,5.0,4.0,88.0,
5,131104,1985,25,6,2,1.0,,66.0,6.0,6.0,4.0,
5,131106,1969,41,4,2,5.0,,66.0,4.0,2.0,7.0,
5,131107,1962,48,2,2,1.0,,66.0,1.0,2.0,3.0,
5,131108,1940,70,3,2,4.0,,6.0,1.0,1.0,8.0,
5,131201,1987,23,6,1,3.0,,66.0,7.0,2.0,6.0,
5,131203,1979,31,7,1,2.0,,7.0,4.0,6.0,7.0,
5,131204,1975,36,5,1,4.0,,66.0,4.0,4.0,7.0,
5,131205,1968,42,6,1,1.0,,4.0,4.0,5.0,10.0,
5,131206,1949,61,4,1,4.0,,5.0,2.0,2.0,3.0,
5,131207,1940,70,6,1,4.0,,4.0,1.0,1.0,7.0,
5,131209,1930,80,2,1,4.0,,1.0,1.0,1.0,6.0,
5,131301,1922,88,2,1,4.0,,1.0,1.0,1.0,5.0,
5,131302,1992,18,4,2,1.0,,66.0,6.0,6.0,7.0,
5,131303,1971,39,2,2,5.0,,6.0,1.0,1.0,3.0,
5,131305,1965,45,2,2,1.0,,6.0,2.0,2.0,9.0,
5,131306,1955,55,2,2,6.0,,66.0,2.0,2.0,2.0,
5,131308,1952,58,2,2,1.0,,66.0,4.0,1.0,4.0,
5,131401,1991,19,4,1,1.0,,55.0,4.0,7.0,5.0,
5,131403,1974,36,3,1,1.0,,66.0,88.0,1.0,7.0,
5,131404,1967,43,5,1,1.0,,5.0,1.0,5.0,6.0,
5,131405,1961,49,7,1,2.0,,4.0,2.0,2.0,9.0,
5,131407,1948,62,2,1,6.0,,66.0,1.0,1.0,2.0,
5,131408,1940,70,1,2,4.0,,1.0,1.0,1.0,3.0,
5,131409,1929,81,2,2,4.0,,66.0,1.0,2.0,1.0,
5,131503,1937,74,1,1,6.0,,2.0,1.0,1.0,4.0,
5,131504,1989,22,5,2,1.0,,4.0,2.0,2.0,7.0,
5,131505,1973,38,4,2,1.0,,66.0,1.0,1.0,4.0,
5,131506,1966,45,5,2,5.0,,66.0,88.0,5.0,3.0,
5,131507,1960,51,6,2,1.0,,7.0,1.0,3.0,7.0,
5,131509,1924,87,1,2,6.0,,66.0,1.0,1.0,4.0,
5,131602,1993,17,2,2,1.0,,66.0,6.0,4.0,7.0,
5,131603,1982,28,6,2,1.0,,5.0,7.0,6.0,10.0,
5,131604,1951,59,7,2,1.0,,7.0,7.0,4.0,88.0,
5,131605,1937,73,4,2,4.0,,66.0,2.0,2.0,3.0,
5,131606,1923,87,4,2,4.0,,66.0,1.0,4.0,10.0,
5,131609,1954,56,4,1,1.0,,2.0,1.0,1.0,10.0,
5,131701,1971,39,6,2,1.0,,6.0,4.0,4.0,9.0,
5,131702,1931,79,1,2,1.0,,66.0,1.0,1.0,8.0,
5,131703,1978,32,4,1,1.0,,4.0,4.0,4.0,8.0,
5,131705,1961,50,4,2,1.0,,1.0,1.0,1.0,5.0,
5,131706,1947,63,1,1,5.0,,3.0,1.0,1.0,6.0,
5,131707,1985,25,7,2,1.0,,7.0,6.0,6.0,8.0,
5,131708,1974,36,4,2,1.0,,66.0,1.0,1.0,3.0,
5,131709,1943,67,6,1,4.0,,7.0,2.0,2.0,5.0,
5,131802,1975,36,3,1,1.0,,3.0,1.0,3.0,4.0,
5,131804,1950,60,7,1,4.0,,6.0,5.0,2.0,6.0,
5,131806,1968,43,6,2,1.0,,4.0,2.0,2.0,9.0,
5,131807,1957,53,7,2,1.0,,6.0,1.0,2.0,7.0,
5,131808,1941,69,2,2,4.0,,6.0,2.0,1.0,77.0,
5,131809,1926,85,2,2,4.0,,66.0,1.0,1.0,3.0,
5,131901,1962,49,4,1,2.0,,2.0,2.0,4.0,7.0,
5,131903,1940,70,6,1,4.0,,66.0,6.0,88.0,4.0,
5,131905,1990,20,4,2,1.0,,66.0,4.0,4.0,8.0,
5,131907,1976,34,4,2,1.0,,66.0,4.0,1.0,6.0,
5,131909,1949,61,1,2,4.0,,1.0,1.0,1.0,88.0,
5,132002,1976,35,6,1,77.0,,66.0,6.0,6.0,8.0,
5,132003,1956,55,4,1,5.0,,66.0,4.0,2.0,3.0,
5,132004,1938,73,2,1,2.0,,1.0,1.0,1.0,6.0,
5,132005,1990,21,4,2,8.0,,66.0,7.0,7.0,1.0,
5,132008,1948,63,6,2,4.0,,66.0,1.0,4.0,77.0,
5,132009,1925,86,6,2,4.0,,66.0,2.0,6.0,2.0,
5,132101,1990,21,4,1,2.0,,66.0,7.0,6.0,88.0,
5,132102,1982,29,3,1,1.0,,66.0,7.0,2.0,7.0,
5,132104,1974,36,7,2,1.0,,7.0,4.0,4.0,9.0,
5,132106,1963,47,4,2,1.0,,6.0,88.0,2.0,77.0,
5,132108,1951,59,5,2,4.0,,4.0,88.0,88.0,2.0,
5,132201,1990,20,2,1,8.0,,66.0,1.0,1.0,7.0,
5,132202,1993,17,2,1,1.0,,66.0,3.0,6.0,77.0,
5,132203,1970,41,55,1,1.0,,66.0,3.0,2.0,7.0,
5,132204,1968,43,1,1,1.0,,66.0,88.0,88.0,1.0,
5,132209,1986,25,6,2,1.0,,66.0,2.0,1.0,8.0,
5,132301,1982,28,2,2,8.0,,66.0,3.0,3.0,3.0,
5,132303,1975,36,4,2,5.0,,66.0,1.0,1.0,3.0,
5,132304,1966,44,5,2,2.0,,2.0,88.0,88.0,5.0,
5,132305,1961,50,3,2,1.0,,1.0,1.0,1.0,6.0,
5,132309,1949,62,4,2,4.0,,66.0,5.0,1.0,4.0,
5,132401,1943,67,3,2,4.0,,66.0,1.0,1.0,2.0,
5,132403,1995,15,1,2,1.0,,66.0,4.0,4.0,77.0,
5,132404,1977,33,1,2,1.0,,2.0,1.0,1.0,6.0,
5,132405,1980,30,6,2,1.0,,66.0,3.0,3.0,10.0,
5,132407,1988,22,5,2,5.0,,2.0,88.0,5.0,8.0,
5,132502,1976,34,7,1,1.0,,7.0,7.0,6.0,7.0,
5,132503,1962,48,4,1,1.0,,66.0,1.0,1.0,5.0,
5,132505,1969,41,6,2,1.0,,4.0,1.0,1.0,8.0,
5,132506,1956,54,6,2,2.0,,6.0,5.0,5.0,9.0,
5,132507,1949,61,6,2,1.0,,7.0,1.0,1.0,7.0,
5,132508,1940,70,2,2,4.0,,2.0,1.0,1.0,5.0,
5,132509,1930,80,1,2,4.0,,1.0,1.0,55.0,3.0,
5,132602,1963,47,5,1,1.0,,3.0,4.0,5.0,7.0,
5,132603,1956,54,1,1,1.0,,4.0,1.0,1.0,7.0,
5,132604,1981,29,7,2,1.0,,7.0,7.0,7.0,9.0,
5,132605,1974,36,6,2,1.0,,4.0,5.0,1.0,8.0,
5,132606,1968,43,6,2,1.0,,66.0,88.0,3.0,4.0,
5,132607,1948,62,6,2,5.0,,66.0,7.0,7.0,3.0,
5,132608,1937,73,1,2,4.0,,66.0,88.0,1.0,2.0,
5,132609,1921,89,1,2,4.0,,66.0,1.0,1.0,2.0,
5,132701,1993,18,2,2,1.0,,66.0,88.0,6.0,88.0,
5,132703,1972,39,6,2,1.0,,5.0,3.0,1.0,10.0,
5,132704,1965,46,3,2,1.0,,66.0,1.0,88.0,4.0,
5,132705,1951,60,3,2,4.0,,4.0,1.0,1.0,5.0,
