essround,idno,yrbrn,agea,eisced,gndr,hincsrca,bthcld,eiscedp,eiscedf,eiscedm,hinctnta,iincsrc
2,370201256,1947,57,2,2,8.0,,,,,,
2,370201257,1968,36,3,1,1.0,,,,,,
2,370201259,1982,23,6,2,3.0,,,,,,
2,410021261,1938,66,7,2,4.0,,,,,,
2,410021262,1951,54,3,1,1.0,,,,,,
2,410021263,1984,20,3,2,1.0,,,,,,
2,410021264,1957,47,6,1,1.0,,,,,,
2,410021266,1972,32,2,1,1.0,,,,,,
2,410021269,1945,59,1,2,5.0,,,,,,
2,410111271,1973,31,7,1,1.0,,,,,,
2,410111272,1979,25,6,1,1.0,,,,,,
2,410111273,1963,41,4,2,1.0,,,,,,
2,410111277,1949,55,2,2,1.0,,,,,,
2,410111278,1954,50,1,1,1.0,,,,,,
2,410111279,1986,18,4,2,1.0,,,,,,
2,410341282,1971,33,4,2,5.0,,,,,,
2,410341283,1982,22,6,1,1.0,,,,,,
2,410341288,1950,54,4,2,6.0,,,,,,
2,410341289,1976,28,4,2,1.0,,,,,,
2,410481293,1987,17,2,1,88.0,,,,,,
2,410481295,1974,30,6,1,1.0,,,,,,
2,410481296,1949,55,6,1,5.0,,,,,,
2,410481297,1977,27,7,2,1.0,,,,,,
2,410481298,1927,77,2,2,4.0,,,,,,
2,410481299,1946,58,7,1,1.0,,,,,,
2,410481301,1943,61,4,2,4.0,,,,,,
2,410481302,1935,69,3,1,4.0,,,,,,
2,410481303,1957,47,7,2,1.0,,,,,,
2,410481305,1971,33,7,1,2.0,,,,,,
2,410481307,1959,45,2,1,1.0,,,,,,
2,410481308,1980,24,6,2,1.0,,,,,,
2,410811312,1984,21,4,1,1.0,,,,,,
2,410811315,1956,48,7,1,1.0,,,,,,
2,410811316,1937,67,7,2,4.0,,,,,,
2,410811318,1944,60,1,2,4.0,,,,,,
2,410811319,1950,54,6,1,1.0,,,,,,
2,410821325,1931,73,1,2,4.0,,,,,,
2,410821327,1972,32,3,1,1.0,,,,,,
2,410821328,1952,52,7,1,1.0,,,,,,
2,420031331,1982,22,6,1,1.0,,,,,,
2,420031332,1989,15,88,1,1.0,,,,,,
2,420031333,1945,59,3,1,6.0,,,,,,
2,420031334,1937,67,4,2,4.0,,,,,,
2,420031335,1956,48,3,2,1.0,,,,,,
2,420031336,1961,43,6,1,1.0,,,,,,
2,420031337,1966,38,2,1,1.0,,,,,,
2,420031338,1970,34,2,2,1.0,,,,,,
2,420041341,1960,44,6,1,1.0,,,,,,
2,420041342,1978,26,4,2,1.0,,,,,,
2,420041344,1975,29,2,1,1.0,,,,,,
2,420041345,1966,38,7,2,2.0,,,,,,
2,420041346,1981,23,4,1,1.0,,,,,,
2,420041347,1949,55,2,1,1.0,,,,,,
2,420041351,1932,72,2,2,4.0,,,,,,
2,420041352,1964,40,7,2,2.0,,,,,,
2,420041354,1922,82,1,1,4.0,,,,,,
2,420041355,1972,32,4,1,1.0,,,,,,
2,420041356,1952,52,2,2,4.0,,,,,,
2,420041357,1969,35,6,2,1.0,,,,,,
2,420061361,1945,59,1,1,4.0,,,,,,
2,420061363,1968,36,6,1,1.0,,,,,,
2,420061364,1986,18,4,2,1.0,,,,,,
2,420061368,1956,48,3,1,2.0,,,,,,
2,420061369,1929,75,1,2,4.0,,,,,,
2,420061371,1958,46,4,2,1.0,,,,,,
2,420061372,1973,31,4,2,1.0,,,,,,
2,420061373,1965,39,3,2,1.0,,,,,,
2,420061376,1951,53,2,2,1.0,,,,,,
2,420061377,1933,71,3,1,4.0,,,,,,
2,420061378,1941,63,2,1,1.0,,,,,,
2,420061379,1937,68,1,2,4.0,,,,,,
2,420081381,1936,68,1,2,4.0,,,,,,
2,420081382,1971,33,7,2,2.0,,,,,,
2,420081385,1944,60,1,1,4.0,,,,,,
2,420081386,1982,22,4,2,1.0,,,,,,
2,420081388,1989,15,1,2,2.0,,,,,,
2,420081389,1965,39,4,1,1.0,,,,,,
2,420101391,1965,39,4,1,2.0,,,,,,
2,420101396,1955,49,7,2,1.0,,,,,,
2,420101398,1982,22,4,1,3.0,,,,,,
2,420101399,1960,44,6,2,1.0,,,,,,
2,420231402,1986,18,4,2,1.0,,,,,,
2,420231403,1947,57,6,1,1.0,,,,,,
2,420231404,1923,81,1,2,4.0,,,,,,
2,420231407,1972,32,4,2,1.0,,,,,,
2,420231409,1934,70,1,2,4.0,,,,,,
2,420251413,1983,21,2,1,2.0,,,,,,
2,420251414,1971,33,4,1,1.0,,,,,,
2,420251416,1966,38,4,1,1.0,,,,,,
2,420251417,1961,43,3,1,1.0,,,,,,
2,420251419,1950,55,4,1,1.0,,,,,,
2,420281421,1926,78,1,2,4.0,,,,,,
2,420281422,1955,49,4,1,2.0,,,,,,
2,420281423,1960,44,6,1,1.0,,,,,,
2,420281424,1949,55,6,2,2.0,,,,,,
2,420281425,1970,34,6,2,1.0,,,,,,
2,420281426,1973,31,4,1,1.0,,,,,,
2,420281428,1984,20,3,2,1.0,,,,,,
2,420281431,1978,26,3,2,1.0,,,,,,
2,420281432,1931,73,4,2,4.0,,,,,,
2,420281433,1952,52,7,2,2.0,,,,,,
2,420281434,1946,58,1,2,1.0,,,,,,
2,420281437,1935,69,2,2,4.0,,,,,,
2,420281438,1963,41,1,1,1.0,,,,,,
2,420281439,1981,23,6,2,2.0,,,,,,
2,430101442,1947,57,1,1,2.0,,,,,,
2,430101443,1980,24,4,2,1.0,,,,,,
2,430101444,1933,71,1,2,4.0,,,,,,
2,430101446,1963,41,3,1,1.0,,,,,,
2,430101448,1973,31,4,1,2.0,,,,,,
2,430101449,1968,36,4,2,1.0,,,,,,
2,440011451,1953,51,6,2,1.0,,,,,,
2,440011453,1979,25,4,2,2.0,,,,,,
2,440011454,1985,19,3,1,1.0,,,,,,
2,440011455,1973,31,3,1,1.0,,,,,,
2,440011456,1933,71,2,2,1.0,,,,,,
2,440011457,1963,41,3,2,1.0,,,,,,
2,440011458,1959,45,6,1,1.0,,,,,,
2,440011459,1947,57,2,2,4.0,,,,,,
2,440111461,1965,39,4,2,2.0,,,,,,
2,440111462,1976,28,4,2,1.0,,,,,,
2,440111463,1970,34,2,1,1.0,,,,,,
2,440111464,1956,48,6,2,1.0,,,,,,
2,440111465,1950,54,7,2,1.0,,,,,,
2,440111466,1989,15,2,2,1.0,,,,,,
2,440111468,1928,76,1,1,4.0,,,,,,
2,440111469,1961,43,6,1,1.0,,,,,,
2,440121471,1938,66,4,2,4.0,,,,,,
2,440121472,1960,44,7,1,2.0,,,,,,
2,440121473,1984,20,4,2,1.0,,,,,,
2,440121476,1970,34,7,1,1.0,,,,,,
2,440121479,1950,54,6,2,1.0,,,,,,
2,440211481,1949,55,4,2,1.0,,,,,,
2,440211482,1949,55,2,2,1.0,,,,,,
2,440211484,1952,52,1,1,1.0,,,,,,
2,440211486,1960,44,6,1,1.0,,,,,,
2,440211491,1931,73,2,1,4.0,,,,,,
2,440211492,1959,45,4,2,2.0,,,,,,
2,440211494,1978,26,4,2,1.0,,,,,,
2,440211495,1978,26,7,1,1.0,,,,,,
2,440211496,1972,32,4,2,1.0,,,,,,
2,440211501,1965,39,2,1,1.0,,,,,,
2,440211504,1925,79,6,1,4.0,,,,,,
2,440211506,1983,21,4,2,2.0,,,,,,
2,440211507,1987,17,2,1,2.0,,,,,,
2,440211515,1964,41,7,2,1.0,,,,,,
2,440211522,1962,42,2,1,1.0,,,,,,
2,440211524,1980,24,4,1,1.0,,,,,,
2,440211525,1957,47,7,1,1.0,,,,,,
2,440211526,1978,26,4,2,1.0,,,,,,
2,440211527,1958,46,1,2,5.0,,,,,,
2,440211528,1986,18,2,1,2.0,,,,,,
2,440211532,1941,63,7,1,4.0,,,,,,
2,440211534,1980,24,2,2,1.0,,,,,,
2,440211537,1985,19,4,1,2.0,,,,,,
2,440211538,1933,71,1,2,4.0,,,,,,
2,440211539,1938,66,2,2,4.0,,,,,,
2,440211541,1951,53,1,2,1.0,,,,,,
2,440211542,1945,59,4,2,4.0,,,,,,
2,440211543,1948,56,7,1,1.0,,,,,,
2,440211544,1946,58,6,1,1.0,,,,,,
2,440211546,1929,75,4,1,4.0,,,,,,
2,440211547,1923,81,4,1,4.0,,,,,,
2,440211549,1952,52,4,2,1.0,,,,,,
2,440211554,1977,27,7,1,1.0,,,,,,
2,440211556,1975,29,6,1,1.0,,,,,,
2,440211558,1959,45,2,2,1.0,,,,,,
2,440211559,1988,16,2,1,1.0,,,,,,
2,440211563,1970,34,2,2,1.0,,,,,,
2,440211564,1945,59,2,2,5.0,,,,,,
2,440211565,1911,93,3,1,4.0,,,,,,
2,440211569,1983,21,4,2,1.0,,,,,,
2,440211576,1958,47,4,2,1.0,,,,,,
2,440211577,1970,35,4,1,1.0,,,,,,
2,440211581,1939,65,6,2,4.0,,,,,,
2,440211582,1962,42,7,2,1.0,,,,,,
2,440211583,1989,15,1,2,1.0,,,,,,
2,440211584,1954,50,4,1,1.0,,,,,,
2,440211588,1922,82,2,1,4.0,,,,,,
2,440211589,1979,25,4,1,1.0,,,,,,
2,440431592,1952,52,3,2,1.0,,,,,,
2,440431594,1939,65,4,2,4.0,,,,,,
2,440431595,1971,33,7,1,1.0,,,,,,
2,440431596,1957,47,7,2,1.0,,,,,,
2,440431598,1946,58,7,1,4.0,,,,,,
2,440481601,1964,40,4,2,1.0,,,,,,
2,440481602,1988,16,2,2,2.0,,,,,,
2,440481603,1960,44,7,2,1.0,,,,,,
2,440481604,1975,29,4,2,1.0,,,,,,
2,440481605,1981,23,4,1,1.0,,,,,,
2,440481606,1955,49,6,1,1.0,,,,,,
2,440481607,1969,35,2,1,1.0,,,,,,
2,440481609,1936,68,1,2,2.0,,,,,,
2,440491612,1952,52,2,1,6.0,,,,,,
2,440491616,1978,26,6,1,1.0,,,,,,
2,440491617,1958,46,1,1,1.0,,,,,,
2,440491618,1985,19,4,2,2.0,,,,,,
2,440491619,1972,32,4,1,2.0,,,,,,
2,440721622,1944,60,1,1,4.0,,,,,,
2,440721624,1961,43,4,2,1.0,,,,,,
2,440721626,1929,75,3,2,4.0,,,,,,
2,450351632,1953,51,4,2,4.0,,,,,,
2,450351633,1987,17,2,2,1.0,,,,,,
2,450351634,1968,36,3,2,2.0,,,,,,
2,450351635,1963,41,4,1,1.0,,,,,,
2,450351636,1980,24,4,1,1.0,,,,,,
2,450351638,1923,81,4,1,1.0,,,,,,
2,450351639,1939,66,2,2,4.0,,,,,,
2,450411643,1988,16,2,1,1.0,,,,,,
2,450411645,1941,64,4,2,4.0,,,,,,
2,450411646,1976,28,4,2,1.0,,,,,,
2,450411647,1959,45,3,2,1.0,,,,,,
2,450411649,1982,22,6,1,1.0,,,,,,
2,450571653,1929,75,2,1,4.0,,,,,,
2,450571655,1950,54,4,1,1.0,,,,,,
2,450571656,1936,69,1,2,4.0,,,,,,
2,450571657,1983,21,6,2,1.0,,,,,,
2,450571658,1966,38,4,2,1.0,,,,,,
2,460031661,1955,49,1,1,1.0,,,,,,
2,460031665,1964,40,3,1,1.0,,,,,,
2,460031669,1969,35,4,1,1.0,,,,,,
2,460201671,1973,31,4,2,77.0,,,,,,
2,460201674,1942,62,6,2,4.0,,,,,,
2,460201676,1986,18,2,1,7.0,,,,,,
2,460201677,1964,40,2,2,1.0,,,,,,
2,460201679,1980,24,6,2,1.0,,,,,,
2,460211682,1936,68,4,2,4.0,,,,,,
2,460211684,1968,36,6,1,1.0,,,,,,
2,460211685,1933,71,6,2,4.0,,,,,,
2,460211689,1960,44,1,1,1.0,,,,,,
2,460211691,1965,39,2,2,5.0,,,,,,
2,460211693,1929,75,4,2,4.0,,,,,,
2,460251702,1970,34,3,1,3.0,,,,,,
2,460251705,1982,22,4,2,1.0,,,,,,
2,460251706,1950,54,4,1,3.0,,,,,,
2,460251707,1938,66,1,1,4.0,,,,,,
2,460251708,1956,48,7,1,77.0,,,,,,
2,460251709,1976,28,6,2,1.0,,,,,,
2,510042081,1987,17,2,2,1.0,,,,,,
2,510042082,1977,27,4,1,1.0,,,,,,
2,510042083,1942,62,7,1,4.0,,,,,,
2,510042084,1967,37,7,2,1.0,,,,,,
2,510042086,1969,35,4,1,1.0,,,,,,
2,510042087,1972,32,2,1,1.0,,,,,,
2,510042088,1938,66,1,2,4.0,,,,,,
2,510042089,1954,50,3,2,1.0,,,,,,
2,510042091,1952,52,2,1,1.0,,,,,,
2,510042092,1946,58,1,1,1.0,,,,,,
2,510042093,1984,20,3,1,1.0,,,,,,
2,510042095,1962,42,6,2,1.0,,,,,,
2,510042096,1974,30,3,1,5.0,,,,,,
2,510042097,1934,70,6,1,4.0,,,,,,
2,510042099,1964,40,7,1,1.0,,,,,,
2,510192101,1950,54,4,1,1.0,,,,,,
2,510192103,1984,20,2,2,1.0,,,,,,
2,510192104,1918,86,7,1,4.0,,,,,,
2,510192107,1960,44,2,2,1.0,,,,,,
2,510192108,1976,28,7,2,1.0,,,,,,
2,510192109,1970,34,2,1,2.0,,,,,,
2,520102111,1936,68,4,1,4.0,,,,,,
2,520102112,1944,60,4,2,4.0,,,,,,
2,520102114,1976,28,7,1,1.0,,,,,,
2,520102115,1988,16,1,2,88.0,,,,,,
2,520102116,1982,22,4,2,5.0,,,,,,
2,520102118,1970,34,4,1,2.0,,,,,,
2,520102119,1950,54,3,2,4.0,,,,,,
2,520112122,1934,71,7,1,4.0,,,,,,
2,520112123,1961,44,3,2,1.0,,,,,,
2,520112129,1957,48,3,1,1.0,,,,,,
2,520112132,1974,31,6,2,1.0,,,,,,
2,520112133,1950,54,2,2,4.0,,,,,,
2,520112134,1981,23,2,2,5.0,,,,,,
2,520112135,1952,53,1,2,1.0,,,,,,
2,520112136,1956,49,2,1,1.0,,,,,,
2,520112137,1969,35,3,2,5.0,,,,,,
2,520112138,1980,24,7,2,1.0,,,,,,
2,520112144,1987,18,4,2,1.0,,,,,,
2,520112145,1942,62,3,1,4.0,,,,,,
2,520112147,1968,37,6,1,1.0,,,,,,
2,520112151,1948,56,1,2,77.0,,,,,,
2,520112154,1962,43,2,2,6.0,,,,,,
2,520112155,1949,55,2,1,1.0,,,,,,
2,520112158,1960,44,2,2,4.0,,,,,,
2,520122162,1973,31,6,1,1.0,,,,,,
2,520122164,1975,29,3,2,1.0,,,,,,
2,520122165,1989,15,2,1,77.0,,,,,,
2,520122166,1977,27,6,2,1.0,,,,,,
2,520122167,1955,49,2,2,8.0,,,,,,
2,520122168,1959,45,2,2,1.0,,,,,,
2,520122171,1983,22,4,2,1.0,,,,,,
2,520122172,1964,40,4,1,1.0,,,,,,
2,520122174,1941,63,4,1,1.0,,,,,,
2,520122175,1950,54,2,2,8.0,,,,,,
2,520122176,1960,44,2,1,2.0,,,,,,
2,520122177,1967,37,3,1,5.0,,,,,,
2,520122178,1985,19,6,1,88.0,,,,,,
2,520122179,1979,25,6,2,1.0,,,,,,
2,520122181,1928,76,3,1,4.0,,,,,,
2,520122182,1933,71,1,1,4.0,,,,,,
2,520122184,1962,42,7,1,1.0,,,,,,
2,520122185,1946,58,2,1,5.0,,,,,,
2,520122187,1952,52,2,1,1.0,,,,,,
2,520212191,1981,23,4,1,1.0,,,,,,
2,520212193,1987,17,2,2,2.0,,,,,,
2,520212194,1954,50,6,1,1.0,,,,,,
2,520212195,1934,70,1,2,4.0,,,,,,
2,520212197,1925,79,1,2,4.0,,,,,,
2,520212199,1974,30,4,1,1.0,,,,,,
2,520222201,1973,31,4,1,1.0,,,,,,
2,520222203,1923,81,1,2,4.0,,,,,,
2,520222205,1941,64,1,2,2.0,,,,,,
2,520222206,1953,51,7,1,1.0,,,,,,
2,520222207,1963,41,3,2,1.0,,,,,,
2,520222208,1986,18,2,1,1.0,,,,,,
2,520252213,1971,34,2,1,1.0,,,,,,
2,520252215,1920,84,4,2,4.0,,,,,,
2,520252216,1946,58,3,1,4.0,,,,,,
2,520252217,1978,27,6,1,1.0,,,,,,
2,520252218,1965,40,7,2,1.0,,,,,,
2,520252219,1955,49,6,1,1.0,,,,,,
2,520432221,1967,37,2,1,1.0,,,,,,
2,520432231,1969,35,3,2,1.0,,,,,,
2,520432232,1930,74,1,2,4.0,,,,,,
2,520482241,1957,47,7,1,1.0,,,,,,
2,520482242,1937,67,3,1,4.0,,,,,,
2,520482244,1930,74,7,1,4.0,,,,,,
2,520482246,1940,64,7,1,1.0,,,,,,
2,520482248,1965,39,4,2,1.0,,,,,,
2,520482249,1933,71,2,1,4.0,,,,,,
2,520482251,1926,78,4,1,4.0,,,,,,
2,520482252,1974,30,4,1,1.0,,,,,,
2,520482253,1944,60,4,2,4.0,,,,,,
2,520482254,1947,57,4,2,4.0,,,,,,
2,520482256,1962,42,4,1,1.0,,,,,,
2,520482259,1921,84,3,2,4.0,,,,,,
2,520552262,1941,63,2,1,4.0,,,,,,
2,520552263,1978,26,3,1,1.0,,,,,,
2,520552264,1948,56,2,2,4.0,,,,,,
2,520552268,1931,73,2,1,4.0,,,,,,
2,520552269,1957,47,4,1,1.0,,,,,,
2,520742272,1928,77,1,2,4.0,,,,,,
2,520742276,1964,41,2,2,1.0,,,,,,
2,520742277,1976,28,7,1,1.0,,,,,,
2,520742278,1988,17,2,1,4.0,,,,,,
2,520742279,1982,22,4,2,1.0,,,,,,
2,520752281,1969,35,1,1,4.0,,,,,,
2,520752283,1955,49,6,2,1.0,,,,,,
2,520752286,1974,31,3,2,2.0,,,,,,
2,520752287,1988,16,2,1,1.0,,,,,,
2,520752288,1936,69,2,1,4.0,,,,,,
2,520752289,1925,79,1,1,4.0,,,,,,
2,530392292,1956,48,2,2,1.0,,,,,,
2,530392293,1961,44,2,2,5.0,,,,,,
2,530392295,1912,92,1,2,4.0,,,,,,
2,530392297,1946,58,4,2,1.0,,,,,,
2,530392298,1984,20,3,2,1.0,,,,,,
2,530532302,1969,35,7,1,1.0,,,,,,
2,530532303,1946,58,7,1,1.0,,,,,,
2,530532304,1983,21,1,2,5.0,,,,,,
2,530532305,1937,67,7,1,4.0,,,,,,
2,530532306,1989,15,1,1,5.0,,,,,,
2,530532308,1964,40,2,2,1.0,,,,,,
2,530532309,1972,32,4,1,1.0,,,,,,
2,530532312,1967,37,2,1,1.0,,,,,,
2,530532313,1942,62,4,2,1.0,,,,,,
2,530532315,1975,29,6,2,1.0,,,,,,
2,530532316,1986,18,4,1,1.0,,,,,,
2,530532317,1932,72,4,1,4.0,,,,,,
2,530532318,1956,48,2,2,1.0,,,,,,
2,530702321,1956,49,4,1,1.0,,,,,,
2,530702323,1951,54,4,2,1.0,,,,,,
2,530702329,1985,19,2,1,1.0,,,,,,
2,530702331,1982,23,6,2,2.0,,,,,,
2,530702332,1925,79,1,1,4.0,,,,,,
2,530702334,1988,17,2,2,1.0,,,,,,
2,530702337,1938,66,1,1,4.0,,,,,,
2,540072341,1973,31,3,1,1.0,,,,,,
2,540072343,1968,36,2,2,5.0,,,,,,
2,540072344,1962,42,4,2,1.0,,,,,,
2,540072346,1985,19,3,1,1.0,,,,,,
2,540072347,1931,73,3,1,4.0,,,,,,
2,540072348,1957,47,7,2,1.0,,,,,,
2,540072349,1921,83,1,2,4.0,,,,,,
2,540102351,1942,62,1,2,4.0,,,,,,
2,540102352,1975,29,4,1,1.0,,,,,,
2,540102353,1988,16,4,2,1.0,,,,,,
2,540102354,1964,40,2,2,8.0,,,,,,
2,540102355,1969,35,7,1,1.0,,,,,,
2,540102356,1948,57,6,2,1.0,,,,,,
2,540102357,1959,45,4,1,1.0,,,,,,
2,550222362,1953,51,6,2,1.0,,,,,,
2,550222367,1952,52,4,2,1.0,,,,,,
2,550222368,1988,16,4,1,1.0,,,,,,
2,550222369,1961,43,4,2,1.0,,,,,,
2,550222374,1974,31,4,2,2.0,,,,,,
2,550222376,1984,20,7,1,1.0,,,,,,
2,550222377,1964,41,4,1,2.0,,,,,,
2,550222378,1968,36,2,1,1.0,,,,,,
2,550222379,1933,72,1,2,4.0,,,,,,
2,550222384,1965,39,2,1,4.0,,,,,,
2,550222385,1972,32,2,1,1.0,,,,,,
2,550222389,1989,15,1,2,5.0,,,,,,
2,550222393,1948,56,2,1,1.0,,,,,,
2,550222394,1986,18,2,1,1.0,,,,,,
2,550222397,1966,38,2,1,1.0,,,,,,
2,550222398,1980,25,6,2,4.0,,,,,,
2,550222399,1931,73,3,2,4.0,,,,,,
2,550222401,1977,27,7,2,5.0,,,,,,
2,550222403,1967,38,6,1,1.0,,,,,,
2,550222404,1973,31,6,1,1.0,,,,,,
2,550222405,1954,51,7,1,1.0,,,,,,
2,550222406,1950,55,4,2,1.0,,,,,,
2,550222407,1956,48,6,2,1.0,,,,,,
2,550222408,1982,22,2,2,5.0,,,,,,
2,550352411,1959,45,4,2,1.0,,,,,,
2,550352412,1967,37,7,1,1.0,,,,,,
2,550352414,1969,35,7,2,1.0,,,,,,
2,550352415,1930,74,7,1,4.0,,,,,,
2,550352416,1962,42,6,2,1.0,,,,,,
2,550352421,1947,57,6,2,1.0,,,,,,
2,550352422,1987,17,2,2,1.0,,,,,,
2,550352424,1964,40,7,1,1.0,,,,,,
2,550352425,1984,20,3,1,1.0,,,,,,
2,550352426,1974,30,6,2,1.0,,,,,,
2,560012431,1972,32,1,2,6.0,,,,,,
2,560012432,1938,66,1,2,4.0,,,,,,
2,560012434,1930,74,1,2,4.0,,,,,,
2,560012437,1951,53,3,1,4.0,,,,,,
2,560442441,1968,36,3,2,1.0,,,,,,
2,560442442,1980,24,4,1,1.0,,,,,,
2,560442445,1954,50,7,1,1.0,,,,,,
2,560442446,1958,46,4,2,1.0,,,,,,
2,560782451,1978,26,2,1,1.0,,,,,,
2,560782455,1971,33,4,2,5.0,,,,,,
2,560782456,1939,65,2,2,4.0,,,,,,
2,560782457,1951,53,4,2,1.0,,,,,,
2,560782458,1960,44,4,2,2.0,,,,,,
2,570182461,1969,35,6,2,1.0,,,,,,
2,570182462,1974,30,4,2,1.0,,,,,,
2,570182465,1942,62,1,1,6.0,,,,,,
2,570182466,1981,23,7,2,1.0,,,,,,
2,570182468,1925,79,2,2,4.0,,,,,,
2,570182469,1954,50,3,2,6.0,,,,,,
2,570812471,1937,67,2,1,1.0,,,,,,
2,570812472,1978,26,6,2,5.0,,,,,,
2,570812473,1984,20,4,1,5.0,,,,,,
2,570812476,1966,38,2,1,1.0,,,,,,
2,570812477,1986,18,3,2,5.0,,,,,,
2,570812481,1914,90,1,2,4.0,,,,,,
2,570812482,1956,48,2,2,5.0,,,,,,
2,570812483,1980,24,4,2,5.0,,,,,,
2,570812484,1972,32,7,2,1.0,,,,,,
2,570812485,1963,41,2,2,5.0,,,,,,
2,570812487,1974,30,4,2,1.0,,,,,,
2,570812488,1958,46,2,2,1.0,,,,,,
2,570812489,1940,64,2,2,4.0,,,,,,
2,570812493,1934,70,1,2,4.0,,,,,,
2,570812494,1961,43,1,2,1.0,,,,,,
2,570812495,1976,28,6,2,1.0,,,,,,
2,570812496,1949,55,2,2,4.0,,,,,,
2,570812497,1943,61,2,1,1.0,,,,,,
2,570812498,1947,57,3,1,1.0,,,,,,
2,610032501,1938,66,1,2,4.0,,,,,,
2,610032502,1961,43,4,1,1.0,,,,,,
2,610032503,1985,20,4,1,1.0,,,,,,
2,610032505,1930,74,1,2,4.0,,,,,,
2,610032507,1956,48,1,2,4.0,,,,,,
2,610032508,1951,53,3,1,5.0,,,,,,
2,610312513,1975,29,4,1,1.0,,,,,,
2,610312514,1969,35,1,2,1.0,,,,,,
2,610312515,1959,45,2,1,5.0,,,,,,
2,610312516,1986,19,4,2,1.0,,,,,,
2,610312517,1922,82,1,2,4.0,,,,,,
2,610312519,1953,51,3,1,1.0,,,,,,
2,610682521,1941,63,3,2,4.0,,,,,,
2,610682522,1930,74,1,2,4.0,,,,,,
2,610682523,1989,15,1,1,4.0,,,,,,
2,610682524,1972,33,2,1,1.0,,,,,,
2,610682527,1963,41,4,1,1.0,,,,,,
2,610682528,1948,56,3,1,8.0,,,,,,
2,610682529,1954,50,4,2,1.0,,,,,,
2,620032531,1960,45,3,1,1.0,,,,,,
2,620032532,1950,54,2,2,5.0,,,,,,
2,620032533,1944,60,1,1,4.0,,,,,,
2,620032534,1965,39,2,2,2.0,,,,,,
2,620032535,1929,75,2,2,4.0,,,,,,
2,620032536,1977,28,4,1,1.0,,,,,,
2,620032539,1984,21,4,1,1.0,,,,,,
2,620062541,1974,30,7,1,1.0,,,,,,
2,620062542,1963,41,2,2,1.0,,,,,,
2,620062543,1935,69,3,1,4.0,,,,,,
2,620062545,1981,24,2,1,1.0,,,,,,
2,620062547,1968,36,7,2,1.0,,,,,,
2,620062548,1958,46,6,2,1.0,,,,,,
2,620112551,1965,39,4,2,1.0,,,,,,
2,620112552,1960,44,4,2,1.0,,,,,,
2,620112553,1989,15,2,1,1.0,,,,,,
2,620112554,1976,28,6,2,1.0,,,,,,
2,620112556,1955,49,2,2,1.0,,,,,,
2,620112558,1970,34,2,2,1.0,,,,,,
2,620262561,1989,16,1,2,1.0,,,,,,
2,620262562,1943,61,6,2,4.0,,,,,,
2,620262563,1965,39,3,2,1.0,,,,,,
2,620262564,1936,68,1,1,4.0,,,,,,
2,620262565,1983,21,4,1,1.0,,,,,,
2,620262566,1970,34,4,1,2.0,,,,,,
2,620262567,1960,44,2,2,2.0,,,,,,
2,620262568,1955,49,6,2,1.0,,,,,,
2,620262569,1976,28,7,2,1.0,,,,,,
2,620322571,1949,55,4,2,5.0,,,,,,
2,620322572,1943,61,4,2,1.0,,,,,,
2,620322573,1959,45,7,2,1.0,,,,,,
2,620322574,1926,78,6,1,4.0,,,,,,
2,620322575,1976,28,7,1,1.0,,,,,,
2,620322577,1954,50,6,2,1.0,,,,,,
2,620322578,1969,35,2,1,2.0,,,,,,
2,620322579,1982,22,4,1,1.0,,,,,,
2,620632583,1971,33,7,2,2.0,,,,,,
2,620632586,1968,36,4,1,1.0,,,,,,
2,620632587,1949,55,4,2,8.0,,,,,,
2,620632588,1978,26,2,1,1.0,,,,,,
2,620632591,1974,30,4,2,5.0,,,,,,
2,620632592,1953,51,4,2,6.0,,,,,,
2,620632593,1961,43,1,2,2.0,,,,,,
2,620632598,1922,82,1,2,4.0,,,,,,
2,620632603,1972,32,7,2,1.0,,,,,,
2,620632607,1988,16,1,2,4.0,,,,,,
2,620632608,1954,50,4,2,77.0,,,,,,
2,620632613,1986,18,4,1,5.0,,,,,,
2,620632614,1979,25,7,1,1.0,,,,,,
2,620632615,1946,59,3,2,1.0,,,,,,
2,620632616,1935,69,2,2,4.0,,,,,,
2,620632619,1967,37,3,1,1.0,,,,,,
2,620632621,1952,52,2,2,4.0,,,,,,
2,620632622,1982,22,4,2,1.0,,,,,,
2,620632623,1941,63,7,1,4.0,,,,,,
2,620632625,1951,53,2,1,1.0,,,,,,
2,620632627,1927,77,1,1,4.0,,,,,,
2,620632628,1930,74,1,2,88.0,,,,,,
2,620632629,1959,45,4,1,5.0,,,,,,
2,620632631,1981,23,3,2,1.0,,,,,,
2,620632633,1989,15,2,2,1.0,,,,,,
2,620632634,1927,77,6,1,4.0,,,,,,
2,620632635,1981,23,2,1,1.0,,,,,,
2,620632636,1928,76,2,2,4.0,,,,,,
2,620632637,1933,71,7,1,4.0,,,,,,
2,620632638,1984,20,1,1,1.0,,,,,,
2,620632639,1978,26,6,2,1.0,,,,,,
2,620632641,1948,56,7,2,4.0,,,,,,
2,620632642,1966,38,3,1,5.0,,,,,,
2,620632643,1941,63,1,2,4.0,,,,,,
2,620632644,1971,33,3,1,4.0,,,,,,
2,620632646,1926,78,4,2,4.0,,,,,,
2,620632647,1949,55,4,2,1.0,,,,,,
2,620632648,1944,60,3,1,2.0,,,,,,
2,620632663,1942,62,2,1,4.0,,,,,,
2,620632664,1979,25,4,1,1.0,,,,,,
