,AgentID,Step,Age,Edu_level,Gender,Income,Generation,Cohort,Weight,Capital,Brut,Child1,Child2,Child3,Mother,Father,Partner,Education,Cultural,Economic,Social,Child1_Edu,Child2_Edu,Child3_Edu,Child1_Income,Child2_Income,Child3_Income,Mother_Edu,Father_Edu,Mother_Income,Father_Income,Spouse_Edu,Mother_Cultural,Mother_Economic,Mother_Social,Father_Cultural,Father_Economic,Father_Social,Scenario,Replication
0,0,24,64,4,F,480.631,1,3,"[3, 2, 7]","['0.52', '0.36', '0.656']",311.0,627,688,760,,,404.0,Lower Tertiary,0.52,0.36,0.656,5,3,4,402.097,95.752,569.278,,,,,4.0,,,,,,,1,5
1,1,1,46,4,F,397.13,1,1,"[1, 8, 1]","['0.44', '0.447', '0.678']",308.0,,,,,,,Lower Tertiary,0.44,0.447,0.678,,,,,,,,,,,,,,,,,,1,5
2,10,2,44,1,M,421.914,1,1,"[10, 2, 7]","['0.2', '0.316', '0.903']",446.0,620,698,,,,377.0,Primary,0.2,0.316,0.903,4,3,,104.645,58.68,,,,,,4.0,,,,,,,1,5
3,100,12,46,3,F,250.524,1,2,"[8, 1, 9]","['0.54', '0.172', '0.898']",415.0,626,,,,,405.0,Upper Secondary,0.54,0.172,0.898,3,,,681.448,,,,,,,2.0,,,,,,,1,5
4,1000,59,66,5,M,611.036,4,6,"[2, 8, 10]","['0.6', '0.687', '0.908']",454.0,1257,1363,1373,795,812,1028.0,Upper Tertiary,0.6,0.687,0.908,3,5,5,726.274,749.312,779.16,5,5,722.852,710.199,4.0,0.6,0.542,0.725,0.6,0.621,0.864,1,5
5,1001,52,52,3,F,585.015,4,5,"[4, 8, 2]","['0.42', '0.658', '0.968']",481.0,,,,851,759,1026.0,Upper Secondary,0.42,0.658,0.968,,,,,,,5,4,494.533,444.652,4.0,0.6,0.618,0.818,0.6,0.389,0.411,1,5
6,1002,65,78,2,F,72.796,4,6,"[9, 2, 9]","['0.38', '0.055', '0.843']",420.0,1331,1393,,826,791,1039.0,Lower Secondary,0.38,0.055,0.843,2,2,,713.398,465.389,,3,4,573.343,242.294,2.0,0.48,0.502,0.992,0.48,0.212,0.882,1,5
7,1003,61,70,4,F,97.593,4,6,"[2, 1, 2]","['0.48', '0.067', '0.818']",408.0,1285,1344,,902,824,991.0,Lower Tertiary,0.48,0.067,0.818,5,5,,442.399,250.84,,4,5,716.971,767.592,4.0,0.64,0.762,0.972,0.7,0.576,0.902,1,5
8,1004,53,54,1,M,592.331,4,5,"[1, 3, 4]","['0.11', '0.481', '0.863']",429.0,,,,805,789,996.0,Primary,0.11,0.481,0.863,,,,,,,1,1,593.846,655.385,1.0,0.13,0.631,0.949,0.16,0.778,0.982,1,5
9,1005,59,66,5,M,687.893,4,6,"[6, 2, 7]","['0.8', '0.516', '0.88']",438.0,1256,1368,1386,761,786,1038.0,Upper Tertiary,0.8,0.516,0.88,4,5,4,152.199,708.413,179.887,5,5,763.819,665.874,4.0,1.0,0.668,0.408,1.0,0.499,0.872,1,5
10,1006,68,84,2,F,729.506,4,6,"[4, 10, 8]","['0.28', '0.912', '0.906']",452.0,1238,1306,1337,814,764,1037.0,Lower Secondary,0.28,0.912,0.906,4,3,4,770.907,758.796,784.232,4,5,735.074,718.242,5.0,0.6,0.781,0.865,0.6,0.853,0.972,1,5
11,1007,61,70,5,M,773.139,4,6,"[8, 1, 3]","['0.9', '0.532', '0.192']",96.0,1283,1326,,766,787,1012.0,Upper Tertiary,0.9,0.532,0.192,5,4,,612.137,22.421,,5,5,787.382,455.347,5.0,0.95,0.541,0.642,1.0,0.541,0.776,1,5
12,1008,60,68,5,F,583.996,4,6,"[4, 5, 8]","['0.7', '0.547', '0.705']",351.0,1304,1332,1397,915,860,989.0,Upper Tertiary,0.7,0.547,0.705,5,4,4,442.601,156.833,71.209,2,1,727.416,751.787,4.0,0.32,0.5,0.529,0.17,0.752,0.888,1,5
13,1009,63,74,3,F,757.742,4,6,"[6, 9, 4]","['0.48', '0.9', '0.837']",416.0,1291,,,834,780,1014.0,Upper Secondary,0.48,0.9,0.837,3,,,798.564,,,3,4,682.486,794.826,4.0,0.6,0.81,0.331,0.44,0.894,0.467,1,5
14,101,0,53,1,F,111.87,1,1,"[10, 4, 2]","['0.2', '0.098', '0']",,,,,,,,Primary,0.2,0.098,0,,,,,,,,,,,,,,,,,,1,5
15,1010,52,52,5,M,442.441,3,5,"[8, 4, 3]","['0.9', '0.387', '0.917']",455.0,,,,745,741,1029.0,Upper Tertiary,0.9,0.387,0.917,,,,,,,1,5,269.313,392.349,5.0,0.12,0.185,0.908,0.95,0.49,0.722,1,5
16,1011,63,74,4,F,793.817,4,6,"[5, 10, 9]","['0.6', '0.992', '0.919']",456.0,,,,894,841,997.0,Lower Tertiary,0.6,0.992,0.919,,,,,,,5,3,708.462,609.641,5.0,0.7,0.753,0.812,0.51,0.762,0.996,1,5
