,AgentID,Step,Age,Edu_level,Gender,Income,Generation,Cohort,Weight,Capital,Brut,Child1,Child2,Child3,Mother,Father,Partner,Education,Cultural,Economic,Social,Child1_Edu,Child2_Edu,Child3_Edu,Child1_Income,Child2_Income,Child3_Income,Mother_Edu,Father_Edu,Mother_Income,Father_Income,Spouse_Edu,Mother_Cultural,Mother_Economic,Mother_Social,Father_Cultural,Father_Economic,Father_Social,Scenario,Replication
0,0,11,49,4,F,293.351,1,2,"[1, 1, 10]","['0.44', '0.202', '0.905']",420.0,508,610,662,,,287.0,Lower Tertiary,0.44,0.202,0.905,5,5,4,585.177,677.006,637.66,,,,,4.0,,,,,,,2,9
1,1,15,65,2,M,631.125,1,2,"[3, 8, 1]","['0.26', '0.71', '0.819']",372.0,619,702,727,,,229.0,Lower Secondary,0.26,0.71,0.819,5,2,1,584.64,775.04,738.752,,,,,2.0,,,,,,,2,9
2,10,0,51,3,M,352.647,1,1,"[1, 7, 5]","['0.33', '0.375', '0']",,,,,,,,Upper Secondary,0.33,0.375,0,,,,,,,,,,,,,,,,,,2,9
3,100,12,53,3,F,490.479,1,2,"[8, 7, 2]","['0.54', '0.521', '0.547']",246.0,,,,,,132.0,Upper Secondary,0.54,0.521,0.547,,,,,,,,,,,5.0,,,,,,,2,9
4,1000,43,42,4,F,616.502,4,5,"[1, 6, 2]","['0.44', '0.617', '0.918']",424.0,1250,1299,,774,833,1013.0,Lower Tertiary,0.44,0.617,0.918,1,1,,193.231,26.062,,4,4,314.097,207.987,5.0,0.44,0.216,0.625,0.8,0.26,0.916,2,9
5,1001,41,38,4,F,773.174,3,5,"[6, 6, 1]","['0.64', '0.773', '0.842']",390.0,1269,1282,,677,711,1020.0,Lower Tertiary,0.64,0.773,0.842,5,4,,469.166,400.03,,3,5,231.465,633.652,5.0,0.57,0.231,0.9,0.6,0.713,0.666,2,9
6,1002,53,62,3,M,563.131,4,6,"[1, 4, 2]","['0.33', '0.493', '0.731']",337.0,1245,1290,,742,786,982.0,Upper Secondary,0.33,0.493,0.731,4,2,,595.031,768.257,,5,5,308.154,616.928,1.0,0.95,0.347,0.956,0.7,0.54,0.934,2,9
7,1003,51,56,5,F,636.478,4,6,"[3, 5, 5]","['0.65', '0.597', '0.92']",423.0,1365,1401,,747,769,1076.0,Upper Tertiary,0.65,0.597,0.92,5,4,,417.953,56.936,,5,5,543.486,627.316,5.0,0.85,0.645,0.66,0.8,0.667,0.791,2,9
8,1004,42,38,2,F,533.412,4,5,"[6, 4, 9]","['0.32', '0.467', '0.933']",430.0,1306,,,781,797,1058.0,Lower Secondary,0.32,0.467,0.933,2,,,318.294,,,2,2,438.144,684.786,2.0,0.32,0.466,0.478,0.32,0.471,0.695,2,9
9,1005,43,40,5,F,680.798,4,5,"[8, 10, 2]","['0.9', '0.851', '0.907']",418.0,1284,,,831,852,1102.0,Upper Tertiary,0.9,0.851,0.907,4,,,704.118,,,4,4,495.915,585.593,5.0,0.8,0.341,0.608,0.8,0.732,0.886,2,9
10,1006,58,70,4,M,645.153,4,6,"[8, 6, 3]","['0.72', '0.645', '0.772']",355.0,1273,1280,1312,809,836,980.0,Lower Tertiary,0.72,0.645,0.772,4,4,4,686.504,599.344,712.18,3,3,638.712,176.515,4.0,0.6,0.719,0.761,0.39,0.143,0.93,2,9
11,1007,49,52,4,F,458.946,4,6,"[6, 4, 4]","['0.64', '0.402', '0.907']",418.0,1275,1322,1350,812,832,1075.0,Lower Tertiary,0.64,0.402,0.907,5,3,5,383.419,457.445,530.454,5,5,491.578,442.083,4.0,0.55,0.584,0.606,0.55,0.47,0.598,2,9
12,1008,50,54,3,M,709.139,4,6,"[3, 7, 7]","['0.39', '0.753', '0.965']",446.0,1260,1303,1339,742,786,978.0,Upper Secondary,0.39,0.753,0.965,2,1,1,760.097,680.283,709.851,5,5,308.154,616.928,3.0,0.95,0.347,0.956,0.7,0.54,0.934,2,9
13,1009,44,42,2,M,621.495,4,5,"[5, 5, 2]","['0.3', '0.583', '0.983']",454.0,1240,1293,,661,709,988.0,Lower Secondary,0.3,0.583,0.983,2,2,,700.705,671.055,,4,3,523.246,514.691,1.0,0.44,0.654,0.236,0.39,0.45,0.96,2,9
14,101,12,51,2,M,577.368,1,2,"[9, 2, 8]","['0.38', '0.433', '0.701']",337.0,546,,,,,412.0,Lower Secondary,0.38,0.433,0.701,2,,,718.794,,,,,,,2.0,,,,,,,2,9
15,1010,50,54,5,M,544.745,4,6,"[5, 4, 10]","['0.75', '0.477', '0.965']",446.0,1265,,,752,778,961.0,Upper Tertiary,0.75,0.477,0.965,1,,,18.75,,,3,3,705.487,521.637,5.0,0.45,0.661,0.664,0.45,0.554,0.936,2,9
16,1011,41,36,4,F,514.393,3,5,"[6, 4, 4]","['0.64', '0.45', '0.902']",414.0,1311,1345,,543,722,1072.0,Lower Tertiary,0.64,0.45,0.902,4,5,,492.773,642.525,,2,2,687.046,429.44,4.0,0.4,0.601,0.367,0.34,0.322,0.57,2,9
17,1012,45,44,2,M,61.757,3,5,"[10, 8, 10]","['0.4', '0.069', '0.993']",455.0,1261,1305,,789,785,958.0,Lower Secondary,0.4,0.069,0.993,2,2,,647.906,733.861,,3,3,638.675,97.306,2.0,0.45,0.479,0.486,0.45,0.073,0.467,2,9
18,1013,50,54,5,M,665.617,4,6,"[1, 3, 4]","['0.55', '0.541', '0.956']",439.0,1250,1299,,806,859,1000.0,Upper Tertiary,0.55,0.541,0.956,1,1,,193.231,26.062,,4,4,96.751,502.851,4.0,0.64,0.103,0.867,0.6,0.471,0.862,2,9
19,1014,46,46,5,F,788.431,4,5,"[7, 1, 5]","['0.85', '0.542', '0.891']",410.0,1324,1341,,737,807,1090.0,Upper Tertiary,0.85,0.542,0.891,5,5,,742.178,313.876,,5,5,477.242,669.564,5.0,1.0,0.418,0.782,0.55,0.502,0.98,2,9
20,1015,50,54,5,M,659.733,4,6,"[8, 3, 9]","['0.9', '0.536', '0.731']",337.0,1243,1329,,723,754,957.0,Upper Tertiary,0.9,0.536,0.731,4,5,,43.508,765.003,,5,5,390.316,730.807,5.0,0.65,0.317,0.71,0.75,0.502,0.978,2,9
21,1016,52,58,5,M,516.798,4,6,"[2, 3, 4]","['0.6', '0.42', '0.948']",437.0,1225,1277,,762,820,959.0,Upper Tertiary,0.6,0.42,0.948,4,5,,122.837,753.589,,4,4,777.503,792.459,5.0,0.44,0.583,0.78,0.68,0.644,0.902,2,9
22,1017,50,54,3,F,108.956,4,6,"[8, 9, 3]","['0.54', '0.129', '0.917']",421.0,1353,,,746,783,1078.0,Upper Secondary,0.54,0.129,0.917,4,,,359.182,,,4,4,345.348,320.289,4.0,0.76,0.345,0.932,0.52,0.26,0.948,2,9
23,1018,45,44,4,F,785.374,3,5,"[10, 10, 5]","['0.8', '0.982', '0.758']",347.0,1286,1315,,576,751,1121.0,Lower Tertiary,0.8,0.982,0.758,5,5,,786.949,790.576,,4,4,721.557,657.561,4.0,0.48,0.722,0.74,0.56,0.699,0.806,2,9
