,AgentID,Step,Age,Edu_level,Gender,Income,Generation,Cohort,Weight,Capital,Brut,Child1,Child2,Child3,Mother,Father,Partner,Education,Cultural,Economic,Social,Child1_Edu,Child2_Edu,Child3_Edu,Child1_Income,Child2_Income,Child3_Income,Mother_Edu,Father_Edu,Mother_Income,Father_Income,Spouse_Edu,Mother_Cultural,Mother_Economic,Mother_Social,Father_Cultural,Father_Economic,Father_Social,Scenario,Replication
0,0,5,55,2,F,104.52,1,1,"[1, 7, 9]","['0.22', '0.111', '0.976']",450.0,,,,,,,Lower Secondary,0.22,0.111,0.976,,,,,,,,,,,,,,,,,,2,1
1,1,1,56,5,M,328.001,1,1,"[8, 5, 5]","['0.9', '0.308', '0.641']",319.0,596,,,,,55.0,Upper Tertiary,0.9,0.308,0.641,5,,,414.345,,,,,,,5.0,,,,,,,2,1
2,10,1,58,4,F,721.601,1,1,"[6, 8, 10]","['0.64', '0.812', '0.305']",139.0,,,,,,,Lower Tertiary,0.64,0.812,0.305,,,,,,,,,,,,,,,,,,2,1
3,100,0,50,1,M,152.44,1,1,"[7, 6, 6]","['0.17', '0.152', '0']",,,,,,,,Primary,0.17,0.152,0,,,,,,,,,,,,,,,,,,2,1
4,1000,59,52,2,F,664.348,4,6,"[10, 8, 1]","['0.4', '0.747', '0.9']",450.0,1256,1429,1457,869,885,1057.0,Lower Secondary,0.4,0.747,0.9,4,4,2,757.292,723.198,659.224,2,4,570.342,371.116,3.0,0.3,0.57,0.972,0.48,0.394,0.982,2,1
5,1001,60,54,4,F,134.131,4,6,"[2, 10, 1]","['0.48', '0.168', '0.821']",409.0,1259,1345,1485,924,930,1021.0,Lower Tertiary,0.48,0.168,0.821,5,5,2,716.891,777.746,540.105,5,2,734.941,755.865,4.0,0.65,0.597,0.968,0.34,0.709,0.616,2,1
6,1002,62,58,5,F,741.142,4,6,"[9, 1, 8]","['0.95', '0.51', '0.808']",403.0,1245,1292,1455,798,754,1004.0,Upper Tertiary,0.95,0.51,0.808,5,5,5,326.537,689.216,479.073,4,4,295.45,579.04,5.0,0.72,0.369,0.766,0.68,0.507,0.838,2,1
7,1003,59,52,4,M,617.084,4,6,"[10, 3, 4]","['0.8', '0.501', '0.908']",454.0,1244,1288,,841,782,1027.0,Lower Tertiary,0.8,0.501,0.908,4,4,,691.925,720.025,,4,4,490.111,722.952,4.0,0.56,0.459,0.834,0.72,0.813,0.762,2,1
8,1004,64,60,5,M,789.488,4,6,"[10, 1, 10]","['1.0', '0.543', '0.802']",401.0,1245,1292,1455,752,718,1002.0,Upper Tertiary,1.0,0.543,0.802,5,5,5,326.537,689.216,479.073,5,3,692.695,750.08,5.0,1.0,0.866,0.86,0.39,0.797,0.366,2,1
9,1005,57,46,3,M,186.187,4,5,"[5, 8, 9]","['0.45', '0.209', '0.682']",341.0,1294,1384,1409,731,676,1090.0,Upper Secondary,0.45,0.209,0.682,2,5,5,718.382,720.659,794.282,2,4,312.398,652.3,3.0,0.34,0.254,0.864,0.44,0.489,0.906,2,1
10,1006,63,58,4,F,431.594,4,6,"[4, 1, 7]","['0.56', '0.297', '0.836']",417.0,1257,1265,1313,804,792,1023.0,Lower Tertiary,0.56,0.297,0.836,4,3,5,555.814,112.848,695.1,4,4,232.66,124.929,4.0,0.56,0.291,0.866,0.44,0.148,0.852,2,1
11,1007,63,58,3,M,88.145,4,6,"[9, 5, 4]","['0.57', '0.083', '0.988']",494.0,1392,1436,,729,713,991.0,Upper Secondary,0.57,0.083,0.988,3,3,,441.97,293.374,,5,5,411.676,369.838,3.0,0.7,0.437,0.944,0.85,0.324,0.998,2,1
12,1008,58,48,4,M,82.379,4,6,"[3, 8, 7]","['0.52', '0.093', '0.924']",462.0,,,,921,918,1017.0,Lower Tertiary,0.52,0.093,0.924,,,,,,,5,5,461.776,583.623,4.0,0.55,0.346,0.964,0.55,0.474,0.32,2,1
13,1009,59,50,4,M,308.832,4,6,"[2, 4, 8]","['0.48', '0.27', '0.902']",451.0,1280,1287,1307,746,703,1036.0,Lower Tertiary,0.48,0.27,0.902,4,3,3,665.557,1.687,122.565,5,5,714.085,659.453,4.0,0.75,0.714,0.946,0.55,0.453,0.82,2,1
14,101,13,83,2,M,109.948,1,1,"[2, 10, 10]","['0.24', '0.137', '0.959']",445.0,,,,,,,Lower Secondary,0.24,0.137,0.959,,,,,,,,,,,,,,,,,,2,1
15,1010,49,30,5,M,779.643,4,5,"[10, 7, 6]","['1.0', '0.828', '0.968']",483.0,1274,1303,1403,864,817,1048.0,Upper Tertiary,1.0,0.828,0.968,5,5,5,611.869,782.646,625.262,5,5,732.32,520.457,5.0,0.75,0.732,0.499,1.0,0.618,0.414,2,1
16,1011,59,50,3,M,704.853,4,6,"[3, 4, 6]","['0.39', '0.617', '0.928']",461.0,1269,1419,1449,829,771,1093.0,Upper Secondary,0.39,0.617,0.928,3,4,4,767.836,645.272,463.488,5,5,725.274,700.892,3.0,0.65,0.771,0.941,0.55,0.832,0.86,2,1
17,1012,58,48,4,M,725.785,4,6,"[2, 5, 10]","['0.48', '0.68', '0.964']",480.0,1213,1216,1258,911,903,995.0,Lower Tertiary,0.48,0.68,0.964,2,2,2,758.455,743.257,650.301,4,5,712.867,653.112,4.0,0.76,0.891,0.952,0.8,0.735,0.798,2,1
