,AgentID,Step,Age,Edu_level,Gender,Income,Generation,Cohort,Weight,Capital,Brut,Child1,Child2,Mother,Father,Partner,Education,Cultural,Economic,Social,Child1_Edu,Child2_Edu,Child1_Income,Child2_Income,Mother_Edu,Father_Edu,Mother_Income,Father_Income,Mother_Cultural,Mother_Economic,Mother_Social,Father_Cultural,Father_Economic,Father_Social,Scenario,Replication
0,0,12,56,5,F,507.933,1,2,"[3, 3, 5]","['0.65', '0.413', '0.492']",229.0,634,655,,,421.0,Upper Tertiary,0.65,0.413,0.492,4,4,205.777,34.924,,,,,,,,,,,3,10
1,1,0,56,3,F,346.069,1,1,"[7, 3, 8]","['0.51', '0.281', '0']",,,,,,,Upper Secondary,0.51,0.281,0,,,,,,,,,,,,,,,3,10
2,10,8,70,1,M,87.191,1,1,"[4, 1, 7]","['0.14', '0.06', '0.998']",492.0,547,697,,,234.0,Primary,0.14,0.06,0.998,2,2,647.78,660.074,,,,,,,,,,,3,10
3,100,0,45,2,F,589.86,1,1,"[10, 10, 7]","['0.4', '0.737', '0']",,,,,,,Lower Secondary,0.4,0.737,0,,,,,,,,,,,,,,,3,10
4,1000,53,60,5,F,548.113,4,6,"[3, 1, 9]","['0.65', '0.377', '0.972']",382.0,1170,1212,743,730,955.0,Upper Tertiary,0.65,0.377,0.972,5,4,580.487,32.738,4,4,286.53,670.192,0.76,0.322,0.893,0.68,0.754,0.654,3,10
5,1001,53,60,3,M,682.844,4,6,"[4, 1, 4]","['0.42', '0.469', '0.837']",328.0,1188,1259,794,787,1039.0,Upper Secondary,0.42,0.469,0.837,5,5,714.41,710.542,2,1,198.022,26.273,0.24,0.173,0.887,0.16,0.03,0.886,3,10
6,1002,54,62,5,M,528.933,5,6,"[5, 7, 6]","['0.75', '0.562', '0.98']",384.0,1168,1214,793,744,986.0,Upper Tertiary,0.75,0.562,0.98,2,3,263.434,94.035,5,4,715.712,556.755,1.0,0.716,0.95,0.68,0.557,0.676,3,10
7,1003,53,60,5,M,723.531,4,6,"[2, 1, 7]","['0.6', '0.497', '0.98']",385.0,1254,1289,798,742,1080.0,Upper Tertiary,0.6,0.497,0.98,5,5,560.541,797.641,5,4,735.562,657.995,0.65,0.506,0.531,0.44,0.535,0.27,3,10
8,1004,43,40,4,F,223.961,4,5,"[4, 5, 4]","['0.56', '0.21', '0.987']",389.0,1182,1219,770,724,1024.0,Lower Tertiary,0.56,0.21,0.987,1,1,90.058,122.778,5,4,642.988,621.621,0.75,0.603,0.865,0.68,0.427,0.743,3,10
9,1005,53,60,4,F,125.199,4,6,"[10, 10, 8]","['0.8', '0.156', '0.982']",388.0,1189,1249,796,801,839.0,Lower Tertiary,0.8,0.156,0.982,5,5,771.772,767.072,5,4,259.422,276.237,0.9,0.276,0.9,0.68,0.207,0.929,3,10
10,1006,53,60,4,F,349.444,4,6,"[9, 7, 3]","['0.76', '0.371', '0.901']",355.0,1151,1226,879,812,912.0,Lower Tertiary,0.76,0.371,0.901,5,5,588.985,562.531,3,5,581.598,582.863,0.48,0.654,0.665,0.75,0.474,0.734,3,10
11,1007,54,62,4,F,558.339,4,6,"[5, 8, 4]","['0.6', '0.628', '0.846']",334.0,1201,1207,783,737,942.0,Lower Tertiary,0.6,0.628,0.846,5,5,669.384,763.513,2,4,172.673,345.146,0.24,0.216,0.92,0.48,0.259,0.938,3,10
12,1008,43,40,2,M,560.104,4,5,"[2, 2, 9]","['0.24', '0.42', '0.957']",379.0,1142,1153,877,818,970.0,Lower Secondary,0.24,0.42,0.957,1,2,171.767,1.981,2,1,319.519,361.884,0.3,0.339,0.946,0.16,0.43,0.967,3,10
13,1009,57,68,4,F,504.259,5,7,"[1, 2, 3]","['0.44', '0.378', '0.736']",292.0,1200,1225,844,769,948.0,Lower Tertiary,0.44,0.378,0.736,4,4,782.115,623.466,5,1,718.91,792.893,0.75,0.764,0.26,0.12,0.694,0.177,3,10
