,AgentID,Step,Age,Edu_level,Gender,Income,Generation,Cohort,Weight,Capital,Brut,Child1,Child2,Child3,Mother,Father,Partner,Education,Cultural,Economic,Social,Child1_Edu,Child2_Edu,Child3_Edu,Child1_Income,Child2_Income,Child3_Income,Mother_Edu,Father_Edu,Mother_Income,Father_Income,Spouse_Edu,Mother_Cultural,Mother_Economic,Mother_Social,Father_Cultural,Father_Economic,Father_Social,Scenario,Replication
0,0,0,54,2,F,323.765,1,1,"[7, 9, 4]","['0.34', '0.384', '0']",,,,,,,,Lower Secondary,0.34,0.384,0,,,,,,,,,,,,,,,,,,3,2
1,1,0,54,2,F,503.912,1,1,"[6, 3, 10]","['0.32', '0.409', '0']",,,,,,,,Lower Secondary,0.32,0.409,0,,,,,,,,,,,,,,,,,,3,2
2,10,13,57,4,M,628.148,1,2,"[2, 9, 4]","['0.48', '0.746', '0.492']",243.0,640,736,,,,493.0,Lower Tertiary,0.48,0.746,0.492,3,5,,746.821,778.105,,,,,,3.0,,,,,,,3,2
3,100,13,60,2,F,140.377,1,2,"[6, 3, 10]","['0.32', '0.114', '0.97']",450.0,536,,,,,470.0,Lower Secondary,0.32,0.114,0.97,1,,,5.501,,,,,,,3.0,,,,,,,3,2
4,1000,43,40,1,F,229.318,3,5,"[4, 7, 5]","['0.14', '0.244', '0.757']",303.0,1303,1328,,548,614,1029.0,Primary,0.14,0.244,0.757,5,5,,657.862,724.713,,4,5,568.393,456.315,5.0,0.56,0.426,0.912,0.55,0.456,0.934,3,2
5,1001,45,44,5,F,410.304,4,5,"[8, 8, 4]","['0.9', '0.462', '0.963']",385.0,1297,1312,,703,773,1040.0,Upper Tertiary,0.9,0.462,0.963,3,4,,611.887,708.816,,4,3,657.496,403.401,4.0,0.68,0.452,0.81,0.57,0.353,0.816,3,2
6,1002,44,42,5,F,768.081,3,5,"[7, 10, 3]","['0.85', '0.96', '0.99']",392.0,1301,1306,1330,653,552,1062.0,Upper Tertiary,0.85,0.96,0.99,5,5,5,796.5,788.97,790.501,5,4,527.84,101.28,4.0,1.0,0.495,0.524,0.68,0.076,0.446,3,2
7,1003,44,42,3,M,184.079,4,5,"[10, 8, 7]","['0.6', '0.207', '0.638']",250.0,1096,1205,1254,759,765,893.0,Upper Secondary,0.6,0.207,0.638,4,4,5,755.546,567.281,754.923,2,5,779.5,768.286,5.0,0.24,0.78,0.986,0.8,0.624,0.974,3,2
8,1004,57,66,4,M,48.77,4,6,"[8, 8, 5]","['0.72', '0.055', '0.699']",274.0,1286,,,783,815,998.0,Lower Tertiary,0.72,0.055,0.699,5,,,392.72,,,5,4,765.65,678.924,4.0,0.65,0.574,0.541,0.64,0.594,0.36,3,2
9,1005,47,46,5,F,396.393,4,5,"[3, 3, 1]","['0.65', '0.322', '0.809']",318.0,,,,769,825,1045.0,Upper Tertiary,0.65,0.322,0.809,,,,,,,4,5,373.646,625.026,4.0,0.8,0.35,0.624,0.85,0.508,0.536,3,2
10,1006,43,38,1,F,311.97,3,5,"[4, 6, 2]","['0.14', '0.312', '0.627']",247.0,,,,548,614,1065.0,Primary,0.14,0.312,0.627,,,,,,,4,5,568.393,456.315,3.0,0.56,0.426,0.912,0.55,0.456,0.934,3,2
11,1007,47,46,3,M,56.696,4,5,"[5, 7, 9]","['0.45', '0.06', '0.843']",333.0,1227,1275,,759,765,978.0,Upper Secondary,0.45,0.06,0.843,4,5,,726.221,744.327,,2,5,779.5,768.286,5.0,0.24,0.78,0.986,0.8,0.624,0.974,3,2
